Form	Pronunciation	PartOfSpeech	Features
বাঙাল	baŋ.al	*	*
বাঙালি	baŋ.a.li	*	*
বাঙালিও	ba.ŋa.lio̯	*	*
বাঙালিকে	baŋ.a.li.ke	*	*
বাঙালিত্ব	ba.ŋa.lit.to	*	*
বাঙালিত্বের	baŋ.a.lit.ter	*	*
বাঙালির	baŋ.a.lir	*	*
বাঙালিরা	baŋ.a.li.ra	*	*
বাঙালিরাই	ba.ŋa.li.rai̯	*	*
বাঙালিরাও	baŋ.a.li.ra.o	*	*
বাঙালীর	baŋ.a.lir	*	*
বাচক	ba.t͡ʃok	*	*
বাচাই	ba.t͡ʃai̯	*	*
বাচাল	ba.t͡ʃal	*	*
বাচ্চা	bat͡ʃ.t͡ʃa	*	*
বাচ্চাই	bat͡ʃ.t͡ʃai̯	*	*
বাচ্চাও	bat͡ʃ.t͡ʃa.o	*	*
বাচ্চাকাচ্চা	bat͡ʃ.t͡ʃa.kat͡ʃ.t͡ʃa	*	*
বাচ্চাকে	bat͡ʃ.t͡ʃa.ke	*	*
বাচ্চাগুলো	bat͡ʃ.t͡ʃa.ɡu.lo	*	*
বাচ্চাগুলোকে	bat͡ʃ.t͡ʃa.ɡu.lo.ke	*	*
বাচ্চাগুলোর	bat͡ʃ.t͡ʃa.ɡu.lor	*	*
বাচ্চাটা	bat͡ʃ.t͡ʃa.ʈa	*	*
বাচ্চাটাকে	bat͡ʃ.t͡ʃa.ʈa.ke	*	*
বাচ্চাটার	bat͡ʃ.t͡ʃa.ʈar	*	*
বাচ্চাটি	bat͡ʃ.t͡ʃa.ʈi	*	*
বাচ্চাটিকে	bat͡ʃ.t͡ʃa.ʈi.ke	*	*
বাচ্চাটির	bat͡ʃ.t͡ʃa.ʈir	*	*
বাচ্চাদের	bat͡ʃ.t͡ʃa.der	*	*
বাচ্চাদেরও	bat͡ʃ.t͡ʃa.de.ro	*	*
বাচ্চার	bat͡ʃ.t͡ʃar	*	*
বাচ্চারা	bat͡ʃ.t͡ʃa.ra	*	*
বাচ্চারাও	bat͡ʃ.t͡ʃa.rao̯	*	*
বাচ্চাসহ	bat͡ʃ.t͡ʃa.ʃɔ.ho	*	*
বাচ্চু	bat͡ʃ.t͡ʃu	*	*
বাচ্চুকে	bat͡ʃ.t͡ʃu.ke	*	*
বাচ্চুর	bat͡ʃ.t͡ʃur	*	*
বাচ্চুসহ	bat͡ʃ.t͡ʃu.ʃɔ.ho	*	*
বাছ	ba.t͡ʃʰo	*	*
বাছতে	bat͡ʃʰ.te	*	*
বাছবিচার	bat͡ʃʰ.bi.t͡ʃar	*	*
বাছা	ba.t͡ʃʰa	*	*
বাছাই	ba.t͡ʃʰai̯	*	*
বাছাইকৃত	ba.t͡ʃʰai̯.kri.to	*	*
বাছাইপর্ব	ba.t͡ʃʰai̯.pɔr.bo	*	*
বাছাইপর্বে	ba.t͡ʃʰai̯.pɔr.be	*	*
বাছাইপর্বের	ba.t͡ʃʰai̯.pɔr.ber	*	*
বাছির	ba.sir	*	*
বাছুর	ba.t͡ʃʰur	*	*
বাছুরের	ba.t͡ʃʰu.rer	*	*
বাছেত	ba.t͡ʃʰet	*	*
বাছেদ	ba.t͡ʃʰed	*	*
বাছের	ba.t͡ʃʰer	*	*
বাজ	bad͡ʒ	*	*
বাজছিল	bad͡ʒ.t͡ʃʰi.lo	*	*
বাজছে	bad͡ʒ.t͡ʃʰe	*	*
বাজছেঃ	bad͡ʒ.t͡ʃʰe	*	*
বাজত	bad͡ʒ.to	*	*
বাজতে	bad͡ʒ.te	*	*
বাজতেই	bad͡ʒ.tei̯	*	*
বাজনা	bad͡ʒ.na	*	*
বাজনার	bad͡ʒ.nar	*	*
বাজপাখি	bad͡ʒ.pa.kʰi	*	*
বাজপাখির	bad͡ʒ.pa.kʰir	*	*
বাজবে	bad͡ʒ.be	*	*
বাজরিগার	bad͡ʒ.ri.ɡar	*	*
বাজরিগারের	bad͡ʒ.ri.ɡa.rer	*	*
বাজল	bad͡ʒ.lo	*	*
বাজলে	bad͡ʒ.le	*	*
বাজলেই	bad͡ʒ.lei̯	*	*
বাজা	ba.d͡ʒa	*	*
বাজাই	ba.d͡ʒai̯	*	*
বাজাও	ba.d͡ʒao̯	*	*
বাজাচ্ছিলেন	ba.d͡ʒat͡ʃ.t͡ʃʰi.len	*	*
বাজাচ্ছে	ba.d͡ʒat͡ʃ.t͡ʃʰe	*	*
বাজাচ্ছেন	ba.d͡ʒat͡ʃ.t͡ʃʰen	*	*
বাজাজ	ba.d͡ʒad͡ʒ	*	*
বাজাজের	ba.d͡ʒa.d͡ʒer	*	*
বাজাতাম	ba.d͡ʒa.tam	*	*
বাজাতে	ba.d͡ʒa.te	*	*
বাজাতেন	ba.d͡ʒa.ten	*	*
বাজান	ba.d͡ʒan	*	*
বাজানো	ba.d͡ʒa.no	*	*
বাজানোর	ba.d͡ʒa.nor	*	*
বাজাবে	ba.d͡ʒa.be	*	*
বাজাবেন	ba.d͡ʒa.ben	*	*
বাজার	ba.d͡ʒar	*	*
বাজারই	ba.d͡ʒar.i	*	*
বাজারও	ba.d͡ʒar.o	*	*
বাজারকে	ba.d͡ʒar.ke	*	*
বাজারগুলো	ba.d͡ʒar.ɡu.lo	*	*
বাজারগুলোতে	ba.d͡ʒar.ɡu.lo.te	*	*
বাজারগুলোর	ba.d͡ʒar.ɡu.lor	*	*
বাজারজাত	ba.d͡ʒar.d͡ʒat	*	*
বাজারজাতকরণ	ba.d͡ʒar.d͡ʒat.kɔ.ron	*	*
বাজারজাতকরণে	ba.d͡ʒar.d͡ʒat.kɔ.ro.ne	*	*
বাজারজাতকরণের	ba.d͡ʒar.d͡ʒat.kɔ.ro.ner	*	*
বাজারজাতকারী	ba.d͡ʒar.d͡ʒat.ka.ri	*	*
বাজারজাতের	ba.d͡ʒar.d͡ʒa.ter	*	*
বাজারটা	ba.d͡ʒar.ʈa	*	*
বাজারটি	ba.d͡ʒar.ʈi	*	*
বাজারটিতে	ba.d͡ʒar.ʈi.te	*	*
বাজারটির	ba.d͡ʒar.ʈir	*	*
বাজারদর	ba.d͡ʒar.dɔr	*	*
বাজারদরে	ba.d͡ʒar.dɔ.re	*	*
বাজারদরের	ba.d͡ʒar.dɔ.rer	*	*
বাজারভেদে	ba.d͡ʒar.bʰe.de	*	*
বাজারমূল্য	ba.d͡ʒar.mul.lo	*	*
বাজারমূল্যে	ba.d͡ʒar.mul.le	*	*
বাজারমূল্যের	ba.d͡ʒar.mul.ler	*	*
বাজারসংলগ্ন	ba.d͡ʒar.ʃɔŋ.lɔɡ.no	*	*
বাজারসহ	ba.d͡ʒar.ʃɔ.ho	*	*
বাজারসুবিধা	ba.d͡ʒar.ʃu.bi.dʰa	*	*
বাজারি	ba.d͡ʒa.ri	*	*
বাজারে	ba.d͡ʒa.re	*	*
বাজারেই	ba.d͡ʒa.rei̯	*	*
বাজারেও	ba.d͡ʒa.reo̯	*	*
বাজারের	ba.d͡ʒa.rer	*	*
বাজালে	ba.d͡ʒa.le	*	*
বাজালেন	ba.d͡ʒa.len	*	*
বাজি	ba.d͡ʒi	*	*
বাজিকর	ba.d͡ʒi.kɔr	*	*
বাজিকরদের	ba.d͡ʒi.kɔr.der	*	*
বাজিগর	ba.d͡ʒi.ɡɔr	*	*
বাজিতখিলা	ba.d͡ʒit.kʰi.la	*	*
বাজিতপুর	ba.d͡ʒit.pur	*	*
বাজিতপুরের	ba.d͡ʒit.pu.rer	*	*
বাজিতে	ba.d͡ʒi.te	*	*
বাজিমাত	ba.d͡ʒi.mat	*	*
বাজিমাৎ	ba.d͡ʒi.mat	*	*
বাজির	ba.d͡ʒir	*	*
বাজিরাও	ba.d͡ʒi.rao̯	*	*
বাজু	ba.d͡ʒu	*	*
বাজুস	ba.d͡ʒus	*	*
বাজুসের	ba.d͡ʒu.ser	*	*
বাজে	ba.d͡ʒe	*	*
বাজেট	ba.d͡ʒeʈ	*	*
বাজেটও	ba.d͡ʒeʈ.o	*	*
বাজেটকে	ba.d͡ʒeʈ.ke	*	*
বাজেটটি	ba.d͡ʒeʈ.ʈi	*	*
বাজেটিং	ba.d͡ʒe.ʈiŋ	*	*
বাজেটে	ba.d͡ʒe.ʈe	*	*
বাজেটেই	ba.d͡ʒe.ʈei̯	*	*
বাজেটেও	ba.d͡ʒe.ʈeo̯	*	*
বাজেটের	ba.d͡ʒe.ʈer	*	*
বাজেটোত্তর	ba.d͡ʒe.ʈot.tor	*	*
বাজেভাবে	ba.d͡ʒe.bʰa.be	*	*
বাঞ্ছারামপুর	ban.t͡ʃʰa.ram.pur	*	*
বাঞ্জ	bæn.d͡ʒo	*	*
বাট	baʈ	*	*
বাটখারা	baʈ.kʰa.ra	*	*
বাটন	ba.ʈon	*	*
বাটনটি	ba.ʈon.ʈi	*	*
বাটনে	ba.ʈo.ne	*	*
বাটনের	ba.ʈo.ner	*	*
বাটলার	baʈ.lar	*	*
বাটলারকে	baʈ.lar.ke	*	*
বাটলারের	baʈ.la.rer	*	*
বাটা	ba.ʈa	*	*
বাটাগুর	ba.ʈa.ɡur	*	*
বাটার	ba.ʈar	*	*
বাটারফ্লাই	ba.ʈar.flai̯	*	*
বাটালি	ba.ʈa.li	*	*
বাটিক	ba.ʈik	*	*
বাটিকের	ba.ʈi.ker	*	*
বাটিতে	ba.ʈi.te	*	*
বাটির	ba.ʈir	*	*
বাট্টা	baʈ.ʈa	*	*
বাড	baɖ	*	*
বাড়ানোর	ba.ra.nor	*	*
বাড়ি	ba.ri	*	*
বাড়িটায়	ba.ri.ʈai̯	*	*
বাড়িয়েছে	ba.ri.e.t͡ʃʰe	*	*
বাড়ির	ba.rir	*	*
বাড্ডা	baɖ.ɖa	*	*
বাড্ডার	baɖ.ɖar	*	*
বাণ	ban	*	*
বাণিজ্য	ba.nid͡ʒ.d͡ʒo	*	*
বাণিজ্যও	ba.nid͡ʒ.d͡ʒo.o	*	*
বাণিজ্যকে	ba.nid͡ʒ.d͡ʒo.ke	*	*
বাণিজ্যকেন্দ্র	ba.nid͡ʒ.d͡ʒo.ken.dro	*	*
বাণিজ্যমন্ত্রী	ba.nid͡ʒ.d͡ʒo.mon.tri	*	*
বাণিজ্যমন্ত্রীকে	ba.nid͡ʒ.d͡ʒo.mon.tri.ke	*	*
বাণিজ্যমন্ত্রীর	ba.nid͡ʒ.d͡ʒo.mon.trir	*	*
বাণিজ্যসচিব	ba.nid͡ʒ.d͡ʒo.ʃo.t͡ʃib	*	*
বাণিজ্যসহ	ba.nid͡ʒ.d͡ʒo.ʃɔ.ho	*	*
বাণিজ্যিক	ba.nid͡ʒ.d͡ʒik	*	*
বাণিজ্যিকভাবে	ba.nid͡ʒ.d͡ʒik.bʰa.be	*	*
বাণিজ্যিকভিত্তিতে	ba.nid͡ʒ.d͡ʒik.bʰit.ti.te	*	*
বাণিজ্যিকীকরণ	ba.nid͡ʒ.d͡ʒi.ki.kɔ.ron	*	*
বাণিজ্যিকীকরণের	ba.nid͡ʒ.d͡ʒi.ki.kɔ.ro.ner	*	*
বাণিজ্যে	ba.nid͡ʒ.d͡ʒe	*	*
বাণিজ্যেও	ba.nid͡ʒ.d͡ʒeo̯	*	*
বাণিজ্যের	ba.nid͡ʒ.d͡ʒer	*	*
বাণী	ba.ni	*	*
বাণীই	ba.nii̯	*	*
বাণীকে	ba.ni.ke	*	*
বাণীতে	ba.ni.te	*	*
বাণীর	ba.nir	*	*
বাণে	ba.ne	*	*
বাত	bat	*	*
বাতজ্বর	bat.d͡ʒɔr	*	*
বাতজ্বরের	bat.d͡ʒɔ.rer	*	*
বাতলে	bat.le	*	*
বাতানাগরে	ba.ta.na.ɡo.re	*	*
বাতাবরণ	ba.ta.bɔ.ron	*	*
বাতাবরণে	ba.ta.bɔ.ro.ne	*	*
বাতাবি	ba.ta.bi	*	*
বাতাবিলেবু	ba.ta.bi.le.bu	*	*
বাতাস	ba.taʃ	*	*
বাতাসও	ba.ta.ʃo	*	*
বাতাসকে	ba.taʃ.ke	*	*
বাতাসসহ	ba.taʃ.ʃɔ.ho	*	*
বাতাসা	ba.ta.ʃa	*	*
বাতাসে	ba.ta.ʃe	*	*
বাতাসেই	ba.ta.ʃei̯	*	*
বাতাসেও	ba.ta.ʃeo̯	*	*
বাতাসের	ba.ta.ʃer	*	*
বাতি	ba.ti	*	*
বাতিও	ba.tio̯	*	*
বাতিক	ba.tik	*	*
বাতিগুলো	ba.ti.ɡu.lo	*	*
বাতিঘর	ba.ti.ɡʰɔr	*	*
বাতিঘরের	ba.ti.ɡʰɔ.rer	*	*
বাতিটি	ba.ti.ʈi	*	*
বাতিতে	ba.ti.te	*	*
বাতির	ba.tir	*	*
বাতিল	ba.til	*	*
বাতিলও	ba.til.o	*	*
বাতিলকৃত	ba.til.kri.to	*	*
বাতিলসহ	ba.til.ʃɔ.ho	*	*
বাতিলে	ba.ti.le	*	*
বাতিলের	ba.ti.ler	*	*
বাতিলেরও	ba.ti.ler.o	*	*
বাতু	ba.tu	*	*
বাতুলতা	ba.tu.lɔ.ta	*	*
বাতেন	ba.ten	*	*
বাতেনের	ba.te.ner	*	*
বাতের	ba.ter	*	*
বাত্তি	bat.ti	*	*
বাত্রা	bat.ra	*	*
বাৎসরিক	bat.ʃo.rik	*	*
বাথ	batʰ	*	*
বাথটাব	batʰ.ʈab	*	*
বাথটাবে	batʰ.ʈa.be	*	*
বাথটাবের	batʰ.ʈa.ber	*	*
বাথরুম	batʰ.rum	*	*
বাথরুমে	batʰ.ru.me	*	*
বাথরুমের	batʰ.ru.mer	*	*
বাথের	ba.tʰer	*	*
বাদ	bad	*	*
বাদই	bad.i	*	*
বাদও	ba.do	*	*
বাদক	ba.dok	*	*
বাদন	ba.don	*	*
বাদনের	ba.dɔ.ner	*	*
বাদবাকি	bad.ba.ki	*	*
বাদল	ba.dol	*	*
বাদলকে	ba.dol.ke	*	*
বাদলা	bad.la	*	*
বাদলের	ba.do.ler	*	*
বাদশা	bad.ʃa	*	*
বাদশাকে	bad.ʃa.ke	*	*
বাদশার	bad.ʃar	*	*
বাদশাহ	bad.ʃah	*	*
বাদশাহদের	bad.ʃah.der	*	*
বাদশাহর	bad.ʃahr	*	*
বাদশাহি	bad.ʃa.hi	*	*
বাদশাহী	bad.ʃa.hi	*	*
বাদানুবাদ	ba.da.nu.bad	*	*
বাদানুবাদের	ba.da.nu.ba.der	*	*
বাদাম	ba.dam	*	*
বাদামতলী	ba.dam.to.li	*	*
বাদামবাটা	ba.dam.ba.ʈa	*	*
বাদামি	ba.da.mi	*	*
বাদামী	ba.da.mi	*	*
বাদামে	ba.da.me	*	*
বাদামের	ba.da.mer	*	*
বাদি	ba.di	*	*
বাদিনী	ba.di.ni	*	*
বাদির	ba.dir	*	*
বাদী	ba.di	*	*
বাদীকে	ba.di.ke	*	*
বাদীপক্ষ	ba.di.pok.kʰo	*	*
বাদীপক্ষের	ba.di.pok.kʰer	*	*
বাদীর	ba.dir	*	*
বাদুর	ba.dur	*	*
বাদুরতলা	ba.dur.tɔ.la	*	*
বাদুরের	ba.du.rer	*	*
বাদে	ba.de	*	*
বাদেআলী	ba.de.a.li	*	*
বাদেই	ba.dei̯	*	*
বাদেও	ba.de.o	*	*
বাদের	ba.der	*	*
বাদ্য	bad.do	*	*
বাদ্যযন্ত্র	bad.do.d͡ʒɔn.tro	*	*
বাদ্যযন্ত্রে	bad.do.d͡ʒɔn.tre	*	*
বাদ্যযন্ত্রের	bad.do.d͡ʒɔn.trer	*	*
বাধ	badʰ	*	*
বাধতে	badʰ.te	*	*
বাধন	ba.dʰon	*	*
বাধবে	badʰ.be	*	*
বাধল	badʰ.lo	*	*
বাধলে	badʰ.le	*	*
বাধা	ba.dʰa	*	*
বাধাই	ba.dʰai̯	*	*
বাধাও	ba.dʰa.o	*	*
বাধাকপি	ba.dʰa.ko.pi	*	*
বাধাকে	ba.dʰa.ke	*	*
বাধাগুলো	ba.dʰa.ɡu.lo	*	*
বাধাগ্রস্ত	ba.dʰa.ɡros.to	*	*
বাধাগ্রস্থ	ba.dʰa.ɡros.tʰo	*	*
বাধানিষেধ	ba.dʰa.ni.ʃedʰ	*	*
বাধানো	ba.dʰa.no	*	*
বাধানোর	ba.dʰa.nor	*	*
বাধাপ্রাপ্ত	ba.dʰa.prap.to	*	*
বাধাবিপত্তি	ba.dʰa.bi.pot.ti	*	*
বাধার	ba.dʰar	*	*
বাধাহীন	ba.dʰa.hin	*	*
বাধাহীনভাবে	ba.dʰa.hin.bʰa.be	*	*
বাধিত	ba.dʰi.to	*	*
বাধে	ba.dʰe	*	*
বাধেন	ba.dʰen	*	*
বাধ্য	bad.dʰo	*	*
বাধ্যতামূলক	bad.dʰo.ta.mu.lok	*	*
বাধ্যতামূলকভাবে	bad.dʰo.ta.mu.lok.bʰa.be	*	*
বাধ্যবাধকতা	bad.dʰo.ba.dʰo.kɔ.ta	*	*
বাধ্যবাধকতাও	bad.dʰo.ba.dʰo.kɔ.ta.o	*	*
বাধ্যবাধকতার	bad.dʰo.ba.dʰo.kɔ.tar	*	*
বান	ban	*	*
বানগুই	ban.ɡui̯	*	*
বানচাল	ban.t͡ʃal	*	*
বানচালের	ban.t͡ʃa.ler	*	*
বানভাসি	ban.bʰa.ʃi	*	*
বানর	ba.nor	*	*
বানরকে	ba.nɔr.ke	*	*
বানরগুলো	ba.nor.ɡu.lo	*	*
বানরটি	ba.nor.ʈi	*	*
বানরদের	ba.nor.der	*	*
বানরের	ba.no.rer	*	*
বানসালি	ban.ʃa.li	*	*
বানসালির	ban.sa.lir	*	*
বানা	ba.na	*	*
বানাই	ba.nai̯	*	*
বানাইছে	ba.nai̯.t͡ʃʰe	*	*
বানাইতে	ba.nai.te	*	*
বানাও	ba.nao̯	*	*
বানাচ্ছি	ba.nat͡ʃ.t͡ʃʰi	*	*
বানাচ্ছে	ba.nat͡ʃ.t͡ʃʰe	*	*
বানাচ্ছেন	ba.nat͡ʃ.t͡ʃʰen	*	*
বানাত	ba.na.to	*	*
বানাতে	ba.na.te	*	*
বানাতেন	ba.na.ten	*	*
বানান	ba.nan	*	*
বানানটা	ba.nan.ʈa	*	*
বানানটি	ba.nan.ʈi	*	*
বানানরীতি	ba.nan.ri.ti	*	*
বানানা	ba.na.na	*	*
বানানে	ba.na.ne	*	*
বানানের	ba.na.ner	*	*
বানানো	ba.na.no	*	*
বানানোর	ba.na.nor	*	*
বানাব	ba.na.bo	*	*
বানাবে	ba.na.be	*	*
বানাবেন	ba.na.ben	*	*
বানাবো	ba.na.bo	*	*
বানাল	ba.na.lo	*	*
বানালাম	ba.na.lam	*	*
বানালে	ba.na.le	*	*
বানালেন	ba.na.len	*	*
বানালো	ba.na.lo	*	*
বানি	ba.ni	*	*
বানিজ্য	ba.nid͡ʒ.d͡ʒo	*	*
বানিজ্যিক	ba.nid͡ʒ.d͡ʒik	*	*
বানিয়াচংয়ে	ba.ni.a.t͡ʃoŋ.e	*	*
বানিয়েছিলাম	ba.ni.e.t͡ʃʰi.lam	*	*
বানী	ba.ni	*	*
বানু	ba.nu	*	*
বানুকে	ba.nu.ke	*	*
বানুর	ba.nur	*	*
বানে	ba.ne	*	*
বানেগা	ba.ne.ɡa	*	*
বানেছা	ba.ne.t͡ʃʰa	*	*
বানের	ba.ner	*	*
বানেশ্বর	ba.neʃ.ʃɔr	*	*
বান্ডিল	ban.ɖil	*	*
বান্ডেল	ban.ɖel	*	*
বান্দ	band	*	*
বান্দরবানে	ban.dor.ba.ne	*	*
বান্দা	ban.da	*	*
বান্দাকে	ban.da.ke	*	*
বান্দাদের	ban.da.der	*	*
বান্দার	ban.dar	*	*
বান্দারা	ban.da.ra	*	*
বান্দ্রা	ban.dra	*	*
বান্দ্রার	ban.drar	*	*
বান্ধব	ban.dʰɔb	*	*
বান্ধবদের	ban.dʰob.der	*	*
বান্ধবরা	ban.dʰob.ra	*	*
বান্ধবী	ban.dʰo.bi	*	*
বান্ধবীকে	ban.dʰo.bi.ke	*	*
বান্ধবীদের	ban.dʰo.bi.der	*	*
বান্ধবীর	ban.dʰo.bir	*	*
বান্ধবীরা	ban.dʰo.bi.ra	*	*
বান্ধবের	ban.dʰo.ber	*	*
বান্ধা	ban.dʰa	*	*
বান্না	ban.na	*	*
বান্নাহ	ban.nah	*	*
বান্নাহর	ban.na.hɔr	*	*
বাপ	bap	*	*
বাপকে	bap.ke	*	*
বাপজানের	bap.d͡ʒa.ner	*	*
বাপরে	bap.re	*	*
বাপা	ba.pa	*	*
বাপার	ba.par	*	*
বাপি	ba.pi	*	*
বাপু	ba.pu	*	*
বাপে	ba.pe	*	*
বাপেক্স	ba.peks	*	*
বাপেক্সের	ba.pek.ser	*	*
বাপের	ba.per	*	*
বাপ্পা	bap.pa	*	*
বাপ্পার	bap.par	*	*
বাপ্পারাজ	bap.pa.rad͡ʒ	*	*
বাপ্পি	bap.pi	*	*
বাপ্পির	bap.pir	*	*
বাপ্পী	bap.pi	*	*
বাপ্পীর	bap.pir	*	*
বাফটা	baf.ʈa	*	*
বাফন	ba.fon	*	*
বাফার	ba.far	*	*
বাফুফে	ba.fu.fe	*	*
বাফুফেকে	ba.fu.fe.ke	*	*
বাফুফের	ba.fu.fer	*	*
বাফেট	ba.feʈ	*	*
বাফেটের	ba.fe.ʈer	*	*
বাব	bab	*	*
বাবদ	ba.bɔd	*	*
বাবনা	bab.na	*	*
বাবর	ba.bor	*	*
বাবরকে	ba.bor.ke	*	*
বাবরি	ba.bo.ri	*	*
বাবরি	ba.bo.ri	*	*
বাবরের	ba.bɔ.rer	*	*
বাবল	ba.bɔl	*	*
বাবলা	bab.la	*	*
বাবলার	bab.lar	*	*
বাবলি	bab.li	*	*
বাবলির	bab.lir	*	*
বাবলু	bab.lu	*	*
বাবলুকে	bab.lu.ke	*	*
বাবলুর	bab.lur	*	*
বাবা	ba.ba	*	*
বাবাই	ba.ba.i	*	*
বাবাও	ba.bao̯	*	*
বাবাকে	ba.ba.ke	*	*
বাবাকেই	ba.ba.kei̯	*	*
বাবাকেও	ba.ba.keo̯	*	*
বাবাজি	ba.ba.d͡ʒi	*	*
বাবাদের	ba.ba.der	*	*
বাবামা	ba.ba.ma	*	*
বাবার	ba.bar	*	*
বাবারও	ba.bar.o	*	*
বাবারা	ba.ba.ra	*	*
বাবারাও	ba.ba.rao̯	*	*
বাবারে	ba.ba.re	*	*
বাবাসহ	ba.ba.ʃɔ.ho	*	*
বাবু	ba.bu	*	*
বাবুই	ba.bui̯	*	*
বাবুও	ba.bu.o	*	*
বাবুকে	ba.bu.ke	*	*
বাবুগঞ্জ	ba.bu.ɡɔnd͡ʒ	*	*
বাবুগঞ্জের	ba.bu.ɡɔn.d͡ʒer	*	*
বাবুদের	ba.bu.der	*	*
বাবুনগরী	ba.bu.nɔ.ɡo.ri	*	*
বাবুবাজার	ba.bu.ba.d͡ʒar	*	*
বাবুর	ba.bur	*	*
বাবুরহাট	ba.bur.haʈ	*	*
বাবুরহাটে	ba.bur.ha.ʈe	*	*
বাবুরহাটের	ba.bur.ha.ʈer	*	*
বাবুরা	ba.bu.ra	*	*
বাবুর্চি	ba.bur.t͡ʃi	*	*
বাবুর্চিকে	ba.bur.t͡ʃi.ke	*	*
বাবুর্চিদের	ba.bur.t͡ʃi.der	*	*
বাবুর্চির	ba.bur.t͡ʃir	*	*
বাবুল	ba.bul	*	*
বাবুলকে	ba.bul.ke	*	*
বাবুলের	ba.bu.ler	*	*
বাবে	ba.be	*	*
বাভুমা	ba.bʰu.ma	*	*
বাভুমার	ba.bʰu.mar	*	*
বাম	bam	*	*
বামদিকে	bam.di.ke	*	*
বামদের	bam.der	*	*
বামন	ba.mon	*	*
বামনা	bam.na	*	*
বামনিকুটি	bam.ni.ku.ʈi	*	*
বামপন্থার	bam.pon.tʰar	*	*
বামপন্থি	bam.pon.tʰi	*	*
বামপন্থী	bam.pon.tʰi	*	*
বামপন্থীদের	bam.pon.tʰi.der	*	*
বামপন্থীরা	bam.pon.tʰi.ra	*	*
বামপাশে	bam.pa.ʃe	*	*
বামপাশের	bam.pa.ʃer	*	*
বামফ্রন্ট	bam.frɔnʈ	*	*
বামফ্রন্টের	bam.frɔn.ʈer	*	*
বামহাতি	bam.ha.ti	*	*
বামহাতে	bam.ha.te	*	*
বামুন	ba.mun	*	*
বামুন্দি	ba.mun.di	*	*
বামে	ba.me	*	*
বামের	ba.mer	*	*
বাম্পার	bam.par	*	*
বায়তুল	bae̯.tul	*	*
বায়তুল্লাহ	bae̯.tul.lah	*	*
বায়ু	bae̯.u	*	*
বায়ুমন্ডলীয়	bae̯.u.mɔn.ɖo.li.o	*	*
বায়ুমন্ডলে	bae̯.u.mɔn.ɖo.le	*	*
বায়ুমানযন্ত্র	bae̯.u.man.d͡ʒɔn.tro	*	*
বায়োমেডিকেল	bae̯.o.me.ɖi.kel	*	*
বার	bar	*	*
বারই	ba.roi̯	*	*
বারও	bar.o	*	*
বারংবার	ba.rɔŋ.bar	*	*
বারকাত	bar.kat	*	*
বারকোড	bar.koɖ	*	*
বারগুলো	bar.ɡu.lo	*	*
বারগুলোর	bar.ɡu.lor	*	*
বারটি	ba.ro.ʈi	*	*
বারডেম	bar.ɖem	*	*
বারডেমে	bar.ɖe.me	*	*
বারডেমের	bar.ɖe.mer	*	*
বারণ	ba.ron	*	*
বারতা	ba.ro.ta	*	*
বারদী	ba.ro.di	*	*
বারবাডোজে	bar.ba.ɖo.d͡ʒe	*	*
বারবার	bar.bar	*	*
বারবারই	bar.bar.i	*	*
বারবারা	bar.ba.ra	*	*
বারবারার	bar.ba.rar	*	*
বারবি	bar.bi	*	*
বারবিকিউ	bar.bi.kiu̯	*	*
বারবিকিউর	bar.bi.kiu̯r	*	*
বারবুডার	bar.bu.ɖar	*	*
বারমুডা	bar.mu.ɖa	*	*
বারমুডাকে	bar.mu.ɖa.ke	*	*
বারমুডার	bar.mu.ɖar	*	*
বারলো	bar.lo	*	*
বারসহ	bar.ʃɔ.ho	*	*
বারহাট্টা	ba.ro.haʈ.ʈa	*	*
বারা	ba.ra	*	*
বারাক	ba.rak	*	*
বারাকা	ba.ra.ka	*	*
বারাকাত	ba.ra.kat	*	*
বারাণসীর	ba.ran.ʃir	*	*
বারাত	ba.rat	*	*
বারানসি	ba.ra.no.ʃi	*	*
বারান্দা	ba.ran.da	*	*
বারান্দার	ba.ran.dar	*	*
বারামখানা	ba.ram.kʰa.na	*	*
বারাসত	ba.ra.ʃɔt	*	*
বারি	ba.ri	*	*
বারিক	ba.rik	*	*
বারিধারা	ba.ri.dʰa.ra	*	*
বারিধারার	ba.ri.dʰa.rar	*	*
বারির	ba.rir	*	*
বারী	ba.ri	*	*
বারীর	ba.rir	*	*
বারুদ	ba.rud	*	*
বারুদে	ba.ru.de	*	*
বারুদের	ba.ru.der	*	*
বারে	ba.re	*	*
বারেই	ba.rei̯	*	*
বারেক	ba.rek	*	*
বারেকের	ba.re.ker	*	*
বারেবারে	ba.re.ba.re	*	*
বারের	ba.rer	*	*
বারো	ba.ro	*	*
বারোই	ba.roi̯	*	*
বারোটা	ba.ro.ʈa	*	*
বারোটার	ba.ro.ʈar	*	*
বারোটি	ba.ro.ʈi	*	*
বারোবাজার	ba.ro.ba.d͡ʒar	*	*
বারোবাজারের	ba.ro.ba.d͡ʒa.rer	*	*
বারোমাসি	ba.ro.ma.ʃi	*	*
বার্কলে	bar.kɔ.le	*	*
বার্কলের	bark.ler	*	*
বার্কিং	bar.kiŋ	*	*
বার্গম্যান	barɡ.mæn	*	*
বার্গম্যানকে	barɡ.mæn.ke	*	*
