Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 221957

a	378451
Aba	13516
Abadon	4505
abam	31537
Abel	18021
abi	13516
Abiata	4505
Abilene	4505
abiŋ	27032
abitak	112634
Abiut	9010
Abiya	18021
Ablaham	459548
abô	14412701
abôi	9010
abôkama	4505
abôla	45053
abôlêk	711849
abôlêm	4505
abôma	333397
abômapopak	9010
abôyaŋ	603720
abuk	4505
abuliŋ	13516
abutiŋ	4505
abyaŋ	166698
AD	130655
adaluk	4505
Adam	72086
adêk	9010
Adi	9010
Adlamitiam	4505
Adliatik	4505
adô	27032
adôŋ	18021
adum	306365
aêntêk	1054258
Aêntu	4505
aeŋ	45053
aêŋ	2649161
Aêŋ	2775312
aêsêbôk	18021
aêv	184720
aêvhaviŋ	184720
Agabas	9010
aget	4505
agiap	4505
Aglipa	81096
Ahas	9010
ai	13516
Ai	85602
aidoho	4505
Aikoniam	31537
Ainias	9010
Ainon	4505
ais	18021
Aisaia	369440
Aisak	94612
aisê	1013709
aisête	4505
Aisête	4505
aiyaŋ	396473
Aiyaŋ	509107
Aiyê	4505
Akaia	54064
Akaikus	4505
Akelaus	4505
Akeldama	4505
Akim	9010
akô	27032
akôk	4505
Akwila	31537
alai	72086
alaianiŋ	13516
alak	31537
alalô	3906162
alalôaniŋ	1121838
alalôda	22526
alam	13516
alaŋ	792946
alaŋô	103623
alaŋsi	130655
alaŋviŋ	4505
alapa	49559
alav	4505
ale	9010
alê	85602
aleba	828989
Alebia	13516
alek	4505
Aleksanda	27032
Aleksandlia	18021
alêla	54064
alêlê	9010
Aleluya	18021
alêm	54064
Aletas	4505
alête	9010
ali	76591
Alikak	4505
alikakna	13516
Alikakna	22526
Alikaknena	108129
alim	630752
Alimatia	18021
aliŋ	9010
Aliopagas	13516
alisê	54064
Alistakas	22526
Alistobulus	4505
Alkipus	9010
Alni	9010
alôana	27032
Alôana	40548
alôk	27032
Alôkŋauŋ	13516
alokwaŋ	464053
alom	4505
Alon	27032
alonaŋ	13516
alovalaŋaŋsiŋ	211752
aloyak	22526
aloyeŋ	4505
Alpaksat	9010
Alpius	22526
Altema	4505
aluŋ	4505
aluviŋ	9010
am	1135355
ama	76591
Amagedoŋ	4505
amda	76591
amena	292849
ametis	4505
ami	12322206
Aminadap	18021
amiŋ	54064
amô	432516
Amon	9010
amôŋ	4505
Amos	18021
Ampipolis	4505
