Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 263765

a	35929710
á	8086743
à	16912782
ã	7582
ã̀	11373
aa	3495535
aà	159232
áá	1118419
Áà	7582
àà	993308
ãa	439785
ãà	53077
Ãà	60660
aaá	7582
aàa	18956
ààa	26538
ãàa	7582
ã́àa	37912
aaé	11373
aàé	18956
ààe	18956
ààé	90990
aagi	15165
aaí	7582
ààí	11373
aalá	1311773
áálá	64451
ààla	7582
aaláé	15165
aalai	18956
aalái	11373
áalai	15165
áálái	11373
aalám̄	11373
áálám̄	15165
aaláva	7582
aalie	15165
aalìe	15165
aalii	166815
aalií	34121
aalíí	22747
aalim̄í	11373
aalím̄í	7582
ààm̄	79616
aamá	22747
áámá	7582
ààmà	299509
ààmàa	15165
aamai	26538
aanà	7582
aànà	7582
àànà	22747
àànàva	7582
ãane	22747
ãanée	18956
ãanéi	11373
ãanéni	7582
ãanéva	49286
ààní	26538
aatáá	79616
ààvá	87198
Abáíjà	7582
Ádàm	41703
Ádàma	7582
Ádì	7582
Ádmìn	7582
Afáksàd	7582
aga	53077
agà	30330
àgà	30330
àgàa	7582
Ágàbọ̀s	7582
àgài	7582
agala	75825
àgàlà	49286
agàlàe	7582
agalai	79616
agẹ	424620
agẹ̀	45495
agẹlẹ	68242
agẹ̀lẹ̀	7582
àgẹ̀lẹ̀	7582
agẹlẹi	22747
agẹlẹna	7582
Agrípà	49286
Áínọ̀n	7582
Aizáíà	83407
Áízèk	83407
Akáíà	45495
Akílà	26538
Ákìpọ̀s	7582
àlàbà	409455
Alẹkzándà	22747
Alẹkzándrìà	15165
Álfìọ̀s	18956
amà	49286
àmà	26538
amam̄	7582
amàm̄	26538
àmànà	11373
amànàe	7582
amàni	7582
Amínàdàb	11373
àn	75825
ána	15165
àna	22747
ànà	18956
Ananáíàs	41703
Ánàs	15165
Ándrù	49286
Ánì	7582
Ántìọ̀k	109946
Ántìpàs	7582
Apọ́lọ̀s	41703
Arébìà	11373
Arimatíà	15165
Aristákọ̀s	18956
Ásà	11373
Ásọ̀s	7582
Átèmìs	18956
Átẹ̀nz	22747
ávà	11373
ba	5421492
bá	8090535
bà	15487270
bã	1122211
bã́	250222
bã̀	197145
baa	170606
báa	11373
báá	223683
báà	272970
bàà	1421720
bãà	7582
bãàgà	22747
bãagai	11373
baagi	75825
baala	519401
baalà	22747
baála	227475
bààlà	15165
