Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 172127

abad	11619
abang	52286
Abba	17428
abdi	546108
abdiné	331150
abdining	46477
abdiningsun	17428
abdinipun	11619
Abdinipun	11619
Abia	17428
Abihud	11619
abitaké	17428
abot	75525
aboté	23238
Abraham	493821
absah	17428
ada	11619
Adam	58096
adat	58096
adaté	69715
adhedhasar	168480
adhem	52286
adhimu	11619
adhiné	11619
adhuh	17428
adi	34857
adil	174289
adili	40667
adoh	174289
adohé	17428
adol	34857
adreng	52286
adu	63906
adus	29048
adusa	11619
Agabus	11619
agama	75525
Agama	110383
Agami	17428
agé	11619
agem	11619
ageman	23238
agemané	52286
agemé	11619
agemi	17428
ageng	52286
agenging	11619
Agripa	81335
agung	133622
Agung	319531
ahli	551918
aja	3108170
ajag	40667
ajènana	17428
ajeng	40667
ajengaken	11619
aji	81335
ajimu	17428
ajiné	87144
ajrih	75525
ajur	11619
akal	63906
akas	17428
akéh	11619
akèh	2318055
akèhé	81335
akèhing	23238
aken	11619
akèn	23238
Akhas	11619
Akhaya	63906
Akhim	11619
akon	46477
aksara	23238
aku	12328106
Akwila	40667
ala	505440
alad	40667
alam	17428
alandhesan	11619
alané	29048
alang	63906
alangan	29048
alangé	17428
alangi	58096
alantaran	11619
alas	40667
Aleksander	11619
Alèksander	17428
Alèksandria	23238
alesan	17428
Alfa	17428
Alféus	29048
ali	23238
aling	23238
alingan	17428
aliran	17428
alit	34857
aliya	11619
allah	11619
Allah	8278770
Allahé	174289
Allahingsun	29048
Allahipun	34857
Allahira	29048
Allahku	52286
Allahmu	23238
alok	75525
alum	11619
alus	104573
alusing	17428
aluwung	23238
amarga	2184433
amargi	336960
amba	23238
ambal	23238
ambané	17428
ambek	34857
ambèn	11619
ambles	11619
ambruk	63906
ambyur	23238
amèk	17428
Amin	168480
Aminadab	17428
Amon	11619
amrih	63906
ana	15901049
anaa	151051
Anadéné	383437
anak	708778
anaké	534489
anaking	46477
anakipun	11619
anakku	168480
anakmu	122002
anané	185909
ananging	69715
Ananging	232386
Ananias	75525
ancik	40667
anciking	40667
andhap	63906
Andréas	81335
andum	11619
anèh	17428
anèm	23238
angah	11619
angèl	23238
angèlé	17428
angen	69715
angené	29048
angenmu	11619
anggèn	203338
anggènipun	174289
anggepen	23238
angger	1533751
Anggèr	17428
anggeré	156860
anggering	830781
anggeringsun	11619
