Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 226342

a	9799330
Abia	8836
Abiud	8836
Adam	92779
Adi	8836
Admin	8836
aean	66271
Aeneas	13254
aes	17672
Aes	287176
Aesaea	22090
Aesak	106034
Aesea	101616
agelo	936635
agien	88361
ago	48599
Agripa	66271
Ah	238577
aha	8836
ahah	17672
ahas	181141
ai	3472621
aihuaa	194396
aihuaayen	13254
aihuayen	8836
aikɨn	2147193
Akaea	53017
akapɨr	17672
Aki	8836
Akipas	8836
akurien	13254
akwas	83943
Akwila	35344
alabasta	13254
Aleksanda	13254
Aleksandra	17672
Aleksandria	13254
Alfeas	22090
algita	75107
Amen	132542
Aminadab	17672
Amon	8836
Amos	17672
Amvən	17672
Ananaeas	26508
Ananaes	17672
Anas	22090
Andru	61853
angka	26508
Ani	8836
Antiok	114870
Antipas	57435
aoa	53017
Ap	17672
apa	3808396
apaikɨn	181141
Apaksad	8836
apap	13254
aparu	88361
aperə	8836
Apəh	44180
apət	13254
Apia	8836
apɨg	61853
apɨs	167887
apɨsapɨs	26508
apnapɨg	1524242
apnapɨgien	66271
apnəpeinə	145797
apnəpenə	70689
apnəpənəyen	8836
Apolos	57435
apomh	419718
aposol	525753
apsapɨs	17672
apsɨpɨs	30926
Aramatia	22090
Arebia	13254
arə	8836
Arha	13254
Aristakas	22090
arkɨs	13254
arkut	17672
arpəvɨn	30926
arpita	26508
Asa	8836
Asor	8836
Asos	8836
Atemis	26508
Atens	26508
atuatuk	1400535
atuatukien	48599
atuə	163469
atuk	821765
atukien	48599
aurɨs	35344
ausit	176723
ausitien	75107
aweh	8836
Aweh	114870
Babilon	48599
Babilonia	22090
bag	22090
Bajisas	8836
baket	8836
Balam	17672
bale	8836
Banabas	198814
bang	8836
baptaes	569933
Barabas	57435
Basabas	8836
Batalomiu	17672
bed	13254
Benis	17672
Benjamin	17672
Berea	30926
besin	114870
Betani	70689
Betfas	13254
Betlehem	53017
Betsaeda	30926
Bielsebul	35344
bisnes	35344
Bitinia	13254
Boas	17672
bokis	17672
Bokis	22090
bot	273921
botel	35344
bras	17672
bred	499244
daes	22090
Damaskes	66271
danis	30926
Debe	22090
Demas	13254
Demetrius	13254
Deved	331356
Didimas	13254
Dikapolis	13254
dikon	30926
Dokas	8836
dokta	44180
dongki	128124
dram	8836
Dut	181141
e	12295552
Eba	8836
Ebel	17672
