Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 194798

aa	30801
aaɨu	138605
aaɨuta	10267
aarɨvo	10267
aaro	10267
Aarón	25667
aasa	10267
Abel	30801
Abías	20534
Abiud	10267
Abraham	677625
aca	25667
Acagüerenda	20534
acantata	10267
acaru	20534
Acaya	56468
Acaz	10267
aceite	51335
Acéldama	10267
achi	15400
acovara	10267
acuacuaa	10267
acuerata	10267
Adán	77002
Adi	10267
ae	415815
aeca	15400
aecha	513352
aechauca	25667
aechaucata	10267
aeiño	15400
aendu	205340
aeni	25667
aeño	87269
aepɨ	25667
aera	10267
aeya	20534
Agabo	15400
Agar	10267
Agripa	77002
Agua	10267
aguapɨ	25667
aguapɨta	15400
Aguara	10267
aguarañaɨmba	25667
aguasa	236142
aguata	20534
agüeyɨ	25667
agüɨye	4389162
agüɨyeta	143738
ai	508218
aia	20534
aico	539019
aicoa	10267
aicose	10267
aicota	51335
aicotaa	10267
aicove	77002
aicuaa	770028
aicuaata	20534
aicuacuta	10267
aicuatía	420948
aicuatiata	25667
aicuauca	143738
aicuaucata	46201
ainupauca	20534
Aiparareco	15400
aiparavo	46201
aiparavogüe	15400
aipɨɨ	25667
aipo	41068
aipoɨu	25667
aiporara	169406
aiporarata	41068
aiporarauca	41068
aiporaraucata	15400
aiporu	20534
aipota	888099
aique	10267
aita	15400
aitaa	15400
aja	497951
ajaa	56468
ajaata	15400
ajañotai	15400
ajata	184806
ajataa	20534
alabastro	15400
Alejandría	20534
Alejandro	30801
Alfa	20534
Alfeo	25667
ama	61602
amae	51335
amaeño	10267
amandau	30801
amano	164272
amanota	56468
amapɨtu	148872
amavera	41068
amboai	25667
amboasa	20534
amboavai	10267
ambobautiza	15400
amboe	30801
amboeco	10267
amboecoviata	15400
amboepɨ	30801
amboepɨta	15400
amboete	51335
amboeteucata	10267
ambogüera	25667
amboi	20534
amboɨpɨ	10267
amborɨ	25667
ambouta	20534
amboyao	10267
amboyovaque	10267
ambué	282343
ambuembué	107803
amee	282343
ameeta	195073
Amén	236142
Aminadab	20534
amɨri	51335
amo	25667
Amo	25667
amocañɨ	15400
amoeterenga	15400
amogüe	1411718
amoingove	25667
amoiru	10267
amojaanga	77002
amojaangata	10267
amombaravɨquɨ	15400
amombeu	959968
amombeucata	10267
amombeuta	25667
Amón	10267
amondo	159139
amondota	56468
Amoñemongueta	10267
