Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 234681

a	17973334
á	30483933
aá	12783
abábə	34088
ábábə	8522
Abba	12783
ábɛɛ́	8522
ábɛɛ̂	166183
abɛ̧́ɛ̧́yɛ́	8522
Abɛl	25566
abɛ̧́sáyɛ́	12783
ábibyɛnzhʉ̂	25566
abíshɛ́	17044
Abiya	12783
ábiyá	8522
ábɨwáág	251405
ábubulyá	8522
abúgʉ́lág	161921
ábúgʉ́lág	8522
abúgʉ́láyɛ́	25566
ábulya	12783
abʉ́bɔ̂w	106527
ábʉ́bɔ̂w	34088
abʉ́lɛ	196010
abʉ́lɛ́	178966
ábʉ́lɛ	119310
ábʉ́lɛ́	230099
Abʉraham	485765
abwɛ́lɛ́	123571
Abyûd	8522
acén	21305
ácén	25566
acɛ́ɛ́lɛ́	140616
acɛ́ndɛ́	12783
acíg	21305
ácíg	8522
acɨ́yɛ́	38349
Acúmbá	21305
acúmbâ	25566
acwúlû	38349
Adam	63916
ádɛ́	417588
Adi	8522
ádʉdanâ	55394
adʉ́gɛ́	38349
Adʉmin	8522
afáágɛ́	12783
áfigʉsa	8522
áfufumə́	51133
áfufumə̂	25566
afúndə́yɛ́	12783
afwóyɛ́	264188
Agabus	8522
Agar	8522
agúgwáan	63916
ágúgwáan	161921
agúgwáanʉd	12783
ágúgwɔ̧̂	8522
agúmálɛ́	8522
Agʉrípa	42611
agwágɛ́	29827
agwágʉ́lə́yɛ́	21305
ajááwɛ́	17044
ajágɛ́	8522
Ajəlácɨ	251405
ajə́láyɛ́	255666
ájəlʉŋkúŋkwɔ̧	8522
ájijilə̂	8522
ajɨ́ɨ́yɛ́	34088
akánda	8522
ákánda	8522
Akayî	42611
akɛ́ɛ́	8522
akíba	268449
Akilas	34088
Akwaz	8522
akwéyɛ́	8522
akwííndɛ́	8522
ákwolɛ́	8522
álal	123571
alâm	21305
alásɛ́	12783
alatâr	110788
álatâr	29827
Alelúya	17044
alə́gɛ́	21305
Aləgʉzándrə	21305
Aləgʉzandrî	17044
alɛ́ɛl	42611
álɛ́ɛl	98005
álɛɛlɛɛ́	8522
Alfê	21305
álúlə	8522
alʉbátrə	12783
Alʉ́fa	12783
amágʉ́lə́yɛ́	34088
ámagʉləyɛ́	12783
ámə	1401903
amə́dɨ́	72438
ámə́dɨ́	17044
áməzhúgʉ́lâ	17044
Amɛn	123571
