Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 204014

a	81788504
abadan	705833
Abiya	14704
Abiyudi	9803
adama	294097
Adama	602899
adamadi	372523
adamadie	372523
ade	14704
Ade	137245
Adi	9803
Adimin	9803
Agabu	9803
Agiripa	73524
Akayi	49016
Akila	29409
Al	14704
ala	49016
Ala	15900869
alabatira	14704
alae	34311
alako	3553677
Alatala	39212
Alesandire	39212
Alifa	24508
aligiyama	49016
alɔ	3323301
Amina	127442
Aminadabo	19606
Amon	9803
Amosi	9803
Anani	24508
Ananiyasi	73524
Andire	63721
Anna	9803
Annabi	926407
Antiyɔki	93130
Anun	39212
Apolosi	53917
Arabu	9803
Arafaxadi	9803
Arami	9803
Areyopago	14704
Arikipe	9803
Arimateka	14704
Arini	9803
Arisitaraki	24508
Aritemi	39212
ariyanna	490162
Asa	9803
Aseri	9803
Asi	88229
Asikae	19606
Asoro	9803
Asosi	9803
Astɔfulahi	68622
Atɛn	29409
Atɛnkae	9803
awa	14704
Awa	348015
Axasi	9803
Aximi	9803
ba	1264619
baa	548981
baagi	9803
baba	460752
Baba	1303832
babae	88229
babɛ	19606
Babɛ	24508
Babilɔn	73524
bade	191163
bafe	137245
bagan	29409
bage	24508
baki	147048
balabalanyi	24508
Balami	19606
balan	83327
balande	9803
balanma	19606
balanse	44114
balansee	9803
balanxi	44114
balo	44114
baloe	142147
baloma	58819
baloxi	63721
baloxie	14704
bama	362720
banban	191163
banbanxi	49016
banbaran	19606
banbaranyi	24508
bande	19606
banna	53917
bannae	19606
bannamixi	24508
bannamixie	39212
bannaxi	44114
bannaya	53917
banxi	931308
banxie	83327
banxiti	19606
Banxitie	19606
bara	10038526
baraayi	58819
Barabasi	63721
baraka	24508
Baraka	34311
barakɛ	34311
Baranabasi	196064
Barasaba	9803
baree	29409
barenyi	9803
barenyie	19606
bari	294097
baribooree	19606
baride	49016
barife	19606
barima	3945807
barimae	53917
barimixie	53917
barixi	88229
Barotolome	19606
bataaxɛ	225474
bataaxɛe	24508
batanka	19606
batu	186261
batude	19606
batufe	29409
batui	53917
batuie	19606
batula	9803
batulae	24508
batuma	102934
baxi	240179
baye	9803
be	495064
beemanun	53917
beenu	9803
beenun	460752
Beera	9803
beere	9803
Beere	14704
belebele	147048
belebelee	9803
benba	147048
benbae	230376
bere	9803
Berinisi	14704
Betani	63721
Betesayida	19606
