Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 228836

A	362705
Á	275306
À	1468300
Aɑ	445734
Aɑsipu	8739
Aɑwo	166057
Abɛli	21849
Abiɑ	8739
Abiudu	8739
Abo	30589
Abou	61179
Aburɑhɑmu	345225
Aburɑhɑmui	30589
Aburɑhɑmuu	13109
Adɑmu	43699
Adɑmui	13109
Adɔ̃	21849
Agɑɑ	8739
Agɑbusi	8739
Agiripɑ	52439
Ajɔ	249086
Ajɔi	26219
Akɑbuuu	8739
Akɑndɑmɑu	8739
Akɑzi	8739
Akilɑsi	30589
Akimu	8739
Akɔi	8739
Alesɑndiri	17479
Alesɑndu	26219
Alɛ	13109
Alifee	21849
Amɑ	87398
Amɑɑcɛ	13109
Amɑɛ	78658
Amɑɛi	8739
Amɑɛu	13109
Amɑi	572462
Amɑlekɑ	43699
Amɑlekɑu	30589
Amɑm	21849
Amɑnɛ	419514
Amɑnɛi	13109
Amɑnɛu	8739
Amɑnlu	17479
Amɑnlui	17479
Amɑu	69919
Amɑui	8739
Amboe	21849
Amboei	8739
Ami	122358
Aminɑdɑbu	13109
Ammɑ	4029086
Amɔɔ	8739
Amu	266566
Amuɑ	17479
Amuɑi	8739
Amuɑu	8739
Amui	179167
Amuu	8739
An	266566
Anɑniɑsi	48069
Andɑiyɑ	8739
Anderee	56809
Andɛ	8739
Andi	8739
Angudɑ̃	17479
Angudɑ̃u	144208
Ani	17479
Antiɔsi	104878
Anu	8739
Anyɔ	8739
Aŋɑ	135468
Aŋɑi	148578
Aŋɑò	17479
Aɔ̃	790959
Aɔ̃i	8739
Apolo	34959
Apoloi	8739
Arɑ	13109
Arɑbi	8739
Arɑi	13109
Arɑmu	8739
Arɑnfɑ̃ɑni	21849
Arepɑgu	13109
Ari	8739
Arimɑteeu	8739
Aritɑɑki	21849
Aritemi	21849
Arɔ̃ɔ	21849
Aru	13109
Asee	17479
Asiiu	17479
Asosi	8739
Atɛni	26219
Awɑ	192277
Awɑɑti	17479
Awɑi	17479
Awɔ	139838
Awɔi	78658
Azɑfu	8739
Azɛɛ	8739
Azii	83028
Azɔɔ	8739
ɑ	10046496
ɑ́	6292716
ɑ̀	32512366
ɑɑ	4321872
ɑɑwo	78658
ɑbɑtii	8739
ɑbɛ	21849
ɑbɛɛ	13109
ɑbɛi	21849
ɑbɛm	8739
ɑbím	13109
ɑbo	415144
