Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 218160

a	343784
a'a	2424825
A'a	2869453
a'ya	55005
A'ya	73340
a'yaña	9167
a'yoajja	9167
a'yocue	27502
a'yohua	27502
a'yojji	64173
a'yonaje	13751
aa	82508
aacuana	27502
aajo	9167
aanei	32086
aaneicuana	13751
aapo	110011
aapojo	13751
aapojotii	13751
aaponee	50421
aaponeenee	9167
aapotii	27502
aaquimejjejje	9167
Aarón	9167
Aaronja	13751
aasisi	22918
aasisicuana	9167
Abel	13751
Abías	9167
abocani	13751
abomajje	9167
abomeeajjacani	9167
abomeecapoa	13751
abosapo	9167
Abraham	421708
Abrahamaja	9167
Abrahamaya	9167
Abrahamja	142097
Abrahamjo	9167
Abrahamya	68756
aca	165016
aca'yajje	27502
aca'yajo	50421
aca'yani	77924
aca'yapoa	41254
aca'yoajja	18335
aca'yojji	9167
aca'yonaje	96259
acabesapoquiapoa	9167
acachana	13751
acacuaapoa	13751
acacuanapoa	59589
acahua	41254
acahuapoa	9167
acaje	1164283
acaje'yo	348368
acaje'yohuasijje	9167
acaje'yojo	9167
acajeahua	18335
acajeahuajo	36670
acajeahuajotii	18335
acajeahuajotiiya	9167
acajeahuatii	13751
acajejo	64173
acajeyasijje	9167
acajje	605060
acajjequiapoa	27502
acajjequije	18335
acajji	366703
acajo	201686
acame	27502
acaña'yapoa	13751
acanaje	1164283
acañaje	13751
acanajejjejojoya	9167
acanajejo	13751
acanajejojoya	9167
acañao'oyapoa	9167
acañapoa	36670
acañaquiapoa	77924
acañaquije	9167
acañaquinaje	18335
acanequiapoa	41254
acanequinaje	9167
acani	1714338
acanijo	68756
acanijojoya	9167
acanitii	13751
acaniya	18335
acaniyajjejojoya	9167
acaniyasijje	13751
acao'oyanaje	9167
acao'oyani	9167
acao'oyapoa	64173
acapoa	5418041
acapoajo	13751
acapoajojoya	9167
acapoqui'yani	18335
acapoquiahua	55005
acapoquiahuatii	119178
acapoquiani	430876
acapoquianijo	9167
acapoquianitii	119178
acapoquiapoa	279611
acapoquije	146681
acapoquijetii	41254
acapoquijji	114594
acapoquijjitii	18335
acapoquinaje	151265
acaquiae	36670
acaquijo	9167
Acaya	50421
achacua	174184
Achacuapishana	13751
achajja	838833
achajjajo	27502
Achajjajo	32086
Achajjapishana	45837
ache	1251375
acheca'anee	27502
acheca'aneetii	13751
achehuiso	9167
