Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 267613

a	12660072
à	41104
À	74734
ǎ	564247
ä	6898020
aa	3972153
aǎ	926711
äa	2402723
äǎ	254098
Abà	7473
Abajà	11210
Abiù	7473
Achèpɔ	7473
Aesaeǎ	78471
Aesěè	82208
Aesěèe	11210
Afiasèe	18683
Ahasè	7473
Akeà	26157
Akeàa	11210
Akèbɔ	7473
Aklepà	48577
Akonìa	22420
Akwelǎ	26157
Alamatià	14946
Alàn	7473
ale	313886
alě	59787
äle	22420
Amenàda	11210
amo	1397540
ämo	926711
amoà	201783
ämoà	175626
Amòn	7473
amoo	1240597
amoǒ	14946
ämoo	766031
ämoǒ	70998
ämopò	41104
ämopòo	7473
Ananaeǎ	11210
Anǎse	14946
Andlǔ	56051
ane	657666
äne	26157
Aniasè	7473
Apaflɔdetà	11210
Apolò	33630
Apolòo	7473
Asà	7473
Asowlù	7473
Asɔ̀	7473
Asɔsè	7473
Atɛ̀n	22420
àwɛɛ	67261
Awlebìa	11210
Awletakɔ̀	18683
àwɔɔ	26157
ba	2410196
bǎ	915501
bä	1730110
baǎ	149469
bäǎ	56051
baǎje	160679
Babòlɔn	67261
Babòlɔn'ɔ	14946
bae	14946
baě	14946
baea	14946
Baea	37367
baěǒ	18683
Bajùsu	7473
bǎka	7473
bǎla	7473
Balabɔ̀	44840
bǎlaǒ	7473
bale	48577
Banàbɔ	141996
Banàbɔɔ	11210
Basèba	7473
Batalòmi	14946
bàte	119575
bàtea	115838
bàteaǒ	14946
bàtee	11210
bàteeaǒ	11210
bàteeǒ	22420
Batèmɔ	7473
bàteǒ	18683
batle	48577
be	930448
bè	11210
bě	156943
bea	582931
beǎ	11210
beaa	41104
beaě	265308
beǎě	7473
beaǒ	97155
beaǒo	29893
beba	97155
bebe	18683
bebea	7473
bebee	59787
bebeea	26157
bebeɛ	63524
bebɛ̌	93418
bebɛ̌ǒ	7473
bee	153206
beě	328833
beea	70998
beěa	7473
beeaě	11210
beeba	22420
beěe	18683
beěè	22420
beěě	14946
beěǒ	7473
Belìan	11210
beǒ	70998
běǒ	29893
beǒo	14946
bewee	14946
bɛ	1390066
bɛ̀	18683
bɛ̌	4932495
bɛ̈	141996
bɛ̌a	175626
bɛ̌aa	44840
bɛ̌ba	63524
Bɛ̀chemɛ̌	14946
bɛɛ	11210
bɛɛ̌	168153
