Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 203114

A	14770
á	54156
Abraham	374174
Abrahamko	132930
Agripa	44310
Agripako	19693
Ahas	9846
Ai	9846
Aikoniam	44310
Aine	39386
aini	54156
Ainias	14770
ainimbo	4923
Ainon	4923
Aisaia	44310
Aisaiako	59080
Aisaiawore	4923
Aisak	93543
Aisakiko	9846
áka	14770
Akaia	103390
Akaikus	4923
Akapas	9846
Akapasko	4923
Akelitama	4923
aket	4923
Akim	9846
Akwila	34463
Aleksanda	29540
Aleksandako	4923
Aleksandria	19693
Alipeus	24616
amana	19693
Ambiliatus	4923
Ambipolis	4923
ame	4923
amena	29540
ameno	9846
ametis	4923
Aminatap	19693
Amos	19693
amu	44310
amuna	4923
amuno	39386
Ana	4923
Ananaias	44310
Ananaiasko	9846
Ananias	9846
Ananus	4923
Anas	14770
Anasko	14770
Andironikus	4923
Andru	68926
Andruko	4923
andu	24616
anduko	4923
anduno	19693
anduqe	14770
andusina	187087
andusinaŋgo	9846
anduwore	4923
Antiok	226473
Antipas	4923
Antipasko	4923
Antipatiris	4923
anutu	295400
Anutu	6922221
Anutuke	34463
Anutukepo	4923
Anutuko	5400907
anutunani	9846
Anutunani	49233
anutunanimbo	4923
Anutunanimbo	19693
Anutunanimboro	9846
Anutunanimboya	4923
Anutune	64003
Anutunembo	4923
Anutunemboro	14770
Anuturato	4923
Anutusina	59080
Anutuwore	73850
anutuye	14770
Anutuye	88620
Anutuyembo	14770
Anutuyemo	9846
Anutuyó	54156
aŋgero	4923
Apaton	4923
Apel	14770
Apeles	4923
Apeliko	9846
Apia	4923
Apiatar	4923
Apilene	4923
Apius	4923
Apiut	9846
Apiya	14770
Apolion	4923
Apolonia	4923
Apolos	49233
Apolosko	14770
ará	231397
Aram	24616
aratu	24616
are	4923
Are	4923
areka	4923
Areni	9846
areŋgurí	14770
Areopakus	14770
Arepia	14770
arero	118160
areró	68926
Aretas	4923
arete	39386
areteno	24616
aretesina	24616
aretesinaŋgo	24616
aretewore	4923
arewe	4923
areweya	49233
areyate	4923
areyoní	9846
areyoníqo	4923
areyote	64003
ari	4923
Ari	4923
Arikelaus	4923
Arikipus	14770
Arimaketon	4923
Arimatea	19693
ariní	29540
Aripakasat	9846
ariri	9846
Arisa	4923
Arisitakus	24616
Arisitopulus	4923
Aritemasipe	4923
Aritemis	29540
Aron	24616
