Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 437314

a	1488632
â	857507
ã	324709
Ã	347576
a'a	11433
a'â	745459
Â'a'a	4573
a'amo	70887
a'âri	4573
a'é	9146
a'rã'õtõ	4573
a'rãiwati	4573
a'rãmi	6860
a're	22866
a'ridawa	4573
a'ru	4573
a'ruiwapari	4573
a'ubumroi	6860
a'ubuni	157781
a'ui'éré	4573
a'uihâ	4573
a'upai	11433
a'uprosi	41160
a'upsibi	4573
a'uwaimrami	98327
a'uwẽ	105187
a'uwẽ'õ	4573
a'wapéi	9146
ab'madâ	9146
ab'madâ'â	217235
ab'manharĩ	281262
ab're	404743
ab'ru	6860
ab'rui	9146
aba	2487914
abaze	32013
abazipara	43447
Abé	11433
Abéhé	6860
Abi'ata	4573
Abizaha	4573
Abra'ã	173788
Abra'ãhã	201228
abzé	16006
abzuma	9146
Abzuma	11433
abzumazéb	4573
Ada	6860
adâ	32013
Adã	25153
adâ'â	43447
Adabu	9146
Adaha	9146
Adãhã	22866
Adaripa	29726
Adaripaha	16006
Ãdéré	22866
Ãdéréhé	11433
adi'i	4573
Adusitu	4573
ahâ	814060
ãhã	93754
Ãhã	146347
ahâiwa'utu	13720
Ahâmhâ	6860
ãhãna	246962
Ãhãna	256108
ahâri	16006
ãhãta	4573
Ãhãta	86894
âhuri	132627
ai	4573
âi	77747
ai'aba'ré	448190
ai'aba'réi	64027
ai'ahâ	18293
ai'ãma	788906
ai'awaibui	4573
ai'awaihu'u	6860
ai'azâ	4573
ai'azâri'wa	6860
ai'madâ	4573
ai'madâ'â	70887
ai'maihâimana	18293
ai'maihârâ	4573
ai'maimorĩ	4573
ai'maipire	9146
ai'maiwasu'u	6860
ai'manherẽ	4573
ai'manhimnhasi	4573
ai'mararé	6860
ai'masai	6860
ai'masiwaihu'u	4573
ai'matâ'â	9146
ai'mazaprõni	9146
ai'mazasi	6860
ai'ra	116621
ai'rã	25153
Ai'rã'õ	4573
ai'rã'õtõ	6860
ai'rahâri	4573
ai'rata	201228
ai'ré	41160
ai'repudu	43447
ai'reputu	13720
ai'ru	13720
ai'rui	9146
ai'ruiwapari	50307
ai'ruiwapari'wa	4573
Ai'ruiwapari'wa	4573
ai'ry'ry	22866
ai'u'a	4573
ai'u'âbâ	4573
ai'ubumro	25153
ai'ubumroi	50307
ai'ubuzi	25153
ai'udâ	22866
