Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 179984

A	22224
aal	61116
Aarón	27780
Abel	33336
abi	17546004
abi'za	38892
Abías	16668
Abiud	11112
abon	11112
Abraham	700062
Acaya	66672
Acaz	11112
ache	55560
achet	1316783
achetczi	283358
achetri	188905
achu	105564
Achuczi	11112
achut	783402
achutczi	222241
achutcziri	11112
achutri	88896
ad	19362832
Adán	88896
Adi	11112
Adli	22224
Agabo	11112
Agar	27780
Agripa	88896
al	44448
alcancia	22224
Alejandría	22224
alfabeto	16668
Alfeo	27780
altar	77784
Amén	188905
Aminadab	22224
Amón	11112
Amós	11112
Ananías	72228
Anás	27780
Andrejs	77784
anfr	66672
anjl	916748
anjlaman	27780
anjlan	22224
anjlib	22224
anman	11112
Antioquía	150013
Apolos	77784
apóstol	144457
apóstoles	416703
Aquila	50004
Aquim	11112
Arabia	16668
Aram	22224
Areópago	16668
Arfaxad	11112
Arimatea	22224
Aristarco	27780
arp	27780
Arquipo	11112
Asa	11112
Aser	11112
Asia	116677
Asón	11112
Atenas	33336
Augusto	16668
awa	66672
Awa	72228
Azor	11112
azufre	38892
baa	261134
babaa	155569
babaadi	11112
babaam	11112
babaaman	27780
babajn	38892
babajnan	22224
baban	211129
babanman	155569
babanx	11112
babe'cdxe	11112
babedxe	22224
babëë	250022
babëëman	94452
babejliman	11112
Babilonia	72228
baca	138901
baca'di	11112
baca'man	22224
bacaa	466708
bacaabee	211129
bacaabeeman	100008
bacaadi	16668
bacaagdiajg	361143
bacaagdiajgaman	33336
bacaagdiajgt	16668
bacaagdiajguidi	33336
bacaaguiaj	22224
bacaal	77784
bacaaman	61116
Bacaax	38892
bacan	50004
bacha	266690
bachaa	38892
bachajg	77784
bachejb	11112
bacwëën	11112
bacwëëz	83340
bacwëëzt	22224
bacwejdx	38892
Bacwejdxan	11112
badajp	33336
badëd	11112
badëdguienx	11112
badëë	866743
badëëcliza	11112
badëëd	533380
badëëdaman	44448
badëëdan	22224
badëëdib	11112
badëëdil	22224
badëëman	333362
badëëtaman	16668
badiaawan	11112
bado'p	72228
badoolan	11112
badün	16668
badüüdan	22224
badxa	172237
badxaag	50004
badxaagaman	11112
badxaagloj	11112
badxaaglojn	33336
badxag	22224
badxajg	44448
badxaloj	138901
badxalojdi	11112
badxalojman	16668
badxe	261134
badxe'bi	11112
badxe'guijc	116677
badxe'man	94452
