Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 265784

Aarón	26337
Abel	22574
Abías	11287
Abraham	481594
Acaya	45149
Acaz	7524
aceitye	11287
acetye	37624
Adán	67724
Adi	7524
Agabo	11287
Agar	11287
Agripa	63961
Ajenjo	7524
alabastro	7524
Alejandría	15049
Alejandro	18812
Alfeo	18812
ama	86536
amigo	15049
Amigo	15049
amigon	7524
Aminadab	11287
Amón	7524
Amós	7524
an	146735
Ananías	82773
Anás	22574
andɨvɨ	1064774
Andrés	60199
ángel	944375
añima	2204797
añime	97823
añimon	79011
Antioquía	90298
anyaya	199410
Apolos	41386
apóstol	331095
Aquila	30099
Aquim	7524
Arabia	11287
Aram	15049
Areópago	11287
Arfaxad	7524
Arimatea	15049
Aristarco	18812
arpa	15049
Arquipo	7524
arroba	7524
arta	75249
Aser	7524
Asia	75249
Asón	7524
Atenas	22574
atu	214459
Atu	831502
Augusto	22574
Ay	18812
ayunar	15049
ayuno	18812
Aza	7524
Azor	7524
azufre	26337
Babilonia	52674
Balaam	22574
banco	7524
barcu	278421
barda	11287
Barrabás	48911
Barsabás	7524
Bartolomé	15049
becerro	15049
becerru	11287
Beelzebú	22574
Belén	45149
Benjamín	15049
Berea	22574
Berenice	11287
Bernabé	154260
Betania	48911
Betfagé	11287
Betsaida	30099
Bitinia	7524
Booz	15049
bronce	15049
burru	52674
ca	7551244
caa	8326310
caá	466544
caa̱	7524
caballo	15049
caballu	67724
caca	304758
ca̱ca	48911
cacachi	26337
cacahan	60199
cacahán	101586
cacaha̱n	71486
cacahñi	75249
cacan	237034
ca̱can	188122
cacana	7524
cacana̱	41386
cacañi	33862
cacañí	26337
cacañi̱	37624
cacasɨ	7524
cacatu	11287
cacatyi	52674
cacatyí	906751
cacatyi̱	37624
cachaa̱	79011
cachachi	7524
cachachí	45149
cachachi̱	48911
cachacú	11287
cachacu̱	26337
cachacu̱n	11287
cachahá	33862
cachaha̱	79011
cachaha̱n	11287
cachahñí	15049
cachahñi̱	109111
cachan	7524
cachasɨ	7524
cachi	1057249
cachí	15049
cachi̱	37624
ca̱chi	48911
cachicá	775065
cachica̱	101586
cachicán	11287
cachica̱n	22574
cachicuiñi̱	26337
cachicunyicu̱	7524
cachihi̱	101586
cachiñi	7524
cachiñí	22574
cachiñi̱	150498
cachino	26337
cachinó	26337
cachino̱	71486
cachinyaca̱	15049
