Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 216402

a	13918540
Aba	13863
Abel	18484
Abel’tɨ	9242
Abiraham	503692
Abiraham’tɨ	41589
Abiya	13863
Abiyudɨ	9242
ad’a	776332
Adam	69315
Adam’tɨ	13863
adi	1464866
adi’de	323472
adi’ə	429755
adi’je	129388
adi’m’in	277261
adi’ne	18484
adi’nu	18484
adi’se	115525
Adimin	9242
adɨ	8655188
adɨ’de	406650
adɨ’ə	9242
adɨ’je	346577
adɨ’m	429755
adɨ’m’de	36968
adɨ’n	36968
adɨ’n’de	13863
adɨ’n’ə	9242
adɨ’n’je	27726
adɨ’n’se	9242
adɨ’ne	9242
adɨ’se	429755
Agabusɨ	9242
Agar	13863
agi	9242
Agiripa	60073
ai	503692
aj’a	13863
aj’i	41589
aji	36968
Aji’tɨ	92420
ajɨ	194083
ajɨ’de	55452
ajɨ’je	46210
ajɨ’m	18484
ajɨ’n	13863
ajɨ’n’de	9242
ajɨ’se	13863
Ajɔr	9242
Akajɨ	9242
Akay	9242
Akay’tɨ	46210
Akilasɨ	32347
Akim	9242
al	69315
ala	78557
alai	13863
aldɔ	147872
aldɔ’se	18484
Alegijandir	32347
Alegijandiri’tɨ	18484
Aleluya	18484
ali	83178
alidɔ	9242
Alpa	13863
Alpe	23105
am	129388
Amen	124767
Aminadabɨ	18484
Amon	9242
Amosɨ	9242
Ananiyasɨ	64694
andi	69315
Andire	60073
andɨ	97041
Ann	9242
Antiyosɨ	36968
Antiyosɨ’tɨ	92420
anyi	383545
anyinan	337335
anyɨ	32347
Anyɨ	55452
Apolosɨ	55452
ar	808680
ar’de	9242
ar’je	9242
Arabi’tɨ	13863
Aram	9242
Aram’tɨ	9242
ari	101662
Arimate’tɨ	18484
Arisitarkɨ	23105
Arni	9242
Aron	18484
Arpasadɨ	9242
Arsipɨ	9242
Artemisɨ	36968
Asa	9242
Aser	9242
asi	586870
asinan	32347
asɨ	1880758
asɨ’de	32347
Atenn’tɨ	27726
ati	9242
atɨ	78557
aw	3853938
aw’tɨ	9242
awi	2010147
awi’tɨ	50831
awɨ’n	166357
awɨ’tɨ	41589
ba	2162641
ba’gɨ	18484
ba’gɨ’tɨ	13863
ba’tɨ	286503
Babilon	32347
Babilon’tɨ	36968
babo	78557
babo’tɨ	73936
bag’a’tɨ	9242
bagɨ’de	9242
bagɨ’ne	18484
