Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 283506

a	92699978
aa	504398
aabiiga	17636
aabiik	70545
aabiika	31745
aabisa	67017
aabisaa	56436
aai	1544940
aaka	14109
aanyi	239853
Aaron	14109
aaru	151672
aaruku	335089
aarunta	31745
aaruntaa	24690
aaviiriba	59963
aaviirima	1322723
aaviiriwa	10581
aaviiro	59963
aawo	7054
Aawo	77599
Aaya	91708
Abaija	10581
Abayud	7054
abe	5065148
Abiata	7054
Abil	21163
Abraham	500871
Adam	63490
Addi	7054
Ademin	7054
Afakasad	7054
Aga	21163
Agabus	7054
Agiripa	45854
aglim	21163
Aizik	77599
Akaaya	38799
Akiila	31745
Akimu	7054
Akipus	7054
ala	363308
ale	51674391
alege	6024563
Alezanda	21163
Alezandiria	14109
Alfiyus	17636
Aminadab	14109
Amon	7054
Amos	7054
an	3749479
Ana	10581
anaansi	35272
anaansiwa	14109
Ananaiyas	45854
Anasi	35272
anbanni	7054
anbarinta	14109
anbeea	7054
anborinta	10581
anborintaa	17636
andiin	165781
andiinta	543198
andiintaa	239853
Andiru	45854
Aniiyas	10581
anjagsa	81127
anjagsaa	21163
ankpagsaa	7054
anma	7054
anta	977051
antaa	391526
Antiok	91708
anu	52908
anuba	10581
Anurubari	7054
anuwa	14109
anvuuta	35272
anyaalik	14109
anyaalika	7054
Apolos	42327
Arabi	7054
Arabia	7054
Aram	7054
Arayab	14109
Aresa	7054
Areu	7054
ari	49381
Aribeka	7054
Arimatia	14109
Arini	7054
Arisitaakus	21163
Ariyapagus	14109
Ariyoboam	7054
Aroom	201053
Arufusi	7054
As	7054
Asa	7054
ase	3876461
Asia	98763
Asos	10581
ata	155199
atawa	14109
ate	28810677
Atens	21163
Atimis	21163
Ayazi	7054
aye	193999
Ayeli	7054
ayen	24976543
Ayerod	225744
Ayerodiasi	28218
ayewa	59963
Ayezekaya	7054
Ayeziron	14109
ayopoi	74072
ayopoiwa	35272
ayuebi	24690
Azaya	84654
Azor	7054
ba	30323873
baa	10581
baai	5728273
baaka	17636
baali	14109
baasa	17636
baasaa	7054
Baasabas	7054
baasinsa	7054
baata	84654
baataa	14109
Babilon	38799
bachaab	7054
baga	3121627
bagim	7054
bai	21163
bala	687816
balaa	7054
Balaam	17636
bali	21163
bana	31745
banaansi	38799
banaansiwa	38799
Banabas	165781
banai	7054
banni	419744
banti	49381
