Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 230010

a	86952
aabĩ̵rsh	26085
aãbɨrsh	13042
aabo	3743315
aaboho	30433
aabohochɨs	13042
aaboni	30433
aabope	173905
aabosh	26085
aach	82605
aachĩ̵hɨ	21738
aachĩ̵hɨlo	73909
aachɨhɨlo	13042
aachjãrrza	8695
aãchta	8695
aahla	26085
aahle	52171
aahlɨlo	13042
aak	13042
aakɨhɨ	8695
aakɨhɨlo	17390
aaklo	30433
aap	469544
aappe	69562
Aarón	13042
aas	26085
aat	152167
Abadón	8695
abaha	8695
abe	8695
Abel	34781
abey	95648
abeylo	52171
abeylshɨp	26085
Abeylshɨp	130429
Abeyshɨp	26085
Abías	17390
abich	134776
Abiud	8695
abiyo	34781
abɨta	17390
abɨtɨlo	30433
abɨtlo	8695
Abraham	556497
Abrahamkite	56519
Acaya	47824
Acaz	8695
Adán	91300
Adi	8695
Admin	8695
Agabo	13042
Agar	17390
agilt	21738
Agripa	65214
ahakõr	765184
ahakorãha	143472
ahakorãhalo	78257
ahakorĩ̵hɨ	17390
ahakorĩ̵hɨlo	43476
ahakõrlo	2434676
ahakõrlope	104343
ahakõrni	13042
ahakõrpe	13042
ahakõrpo	8695
ahakos	13042
ahakoslo	26085
ahakosloye	39128
Aham	21738
ahamich	621712
ahamlo	17390
ahãrc	47824
aharu	13042
ahĩ̵re	8695
ahɨlt	17390
ahɨr	4104169
ahɨrkite	399982
ahɨrlo	13042
ahɨrm	8695
ahɨrmlo	8695
ahɨrni	169557
ahɨrpe	291291
ahɨrpo	47824
ahle	1256467
ahlɨbe	8695
ahlɨbɨta	13042
ahlo	165210
ahlope	8695
ahlt	26085
ahme	21738
ahmiyo	17390
ahmɨta	13042
ahmũr	395634
ahmũrlo	556497
ahmũrloni	8695
ahmũrlopa	8695
ahmũrlope	47824
ahmũrloye	139124
ahmũrpe	26085
ahmyo	21738
ahnapso	8695
Ahni	8695
ahnɨlo	17390
ahnɨmich	17390
ahnɨmichɨhɨ	13042
ahnɨmo	13042
ahnoklo	13042
ahnũwo	413025
aho	2104256
ahoni	17390
ahope	30433
ahopo	8695
ahuch	43476
ahwo	152167
ahwos	13042
ahwosht	65214
ahwoskite	8695
ahwosni	60866
ahwoso	5117168
ahwosoho	47824
ahwosoko	13042
ahwospe	104343
ahwospo	8695
ahwotɨk	21738
