Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 233235

a	30012
A	150063
à	86775140
abà	10504426
abaɓəh	17150
abaɓə̀h	17150
abaɓəhay	17150
abanay	583102
abas	12862
abàs	8575
abasàŋ	12862
abatà	1762171
abatày	30012
Abel	25725
abəlam	12862
Abəraham	497352
abə̀z	42875
abəzà	38587
abisl	30012
abiy	12862
Abiya	12862
abiyà	42875
abiyəŋ	8575
Abiyud	8575
aɓàɗ	8575
aɓaɗalmà	21437
aɓaɗanumà	12862
aɓaɗatàmà	21437
aɓaɗma	12862
aɓaɗmà	42875
aɓàk	17150
aɓàlàhà	8575
aɓəɗ	21437
aɓə̀ɗ	51450
aɓəɗla	34300
aɓə̀ɗla	30012
aɓək	25725
aɓə̀k	235813
aɓə̀kal	12862
aɓəl	8575
aɓə̀l	68600
aɓəla	8575
aɓəlak	8575
aɓəlaka	12862
aɓəlakà	30012
aɓəlàkà	21437
aɓəlàkàhà	8575
aɓəlakəŋ	8575
aɓələŋ	8575
aɓə̀lla	21437
aɓəz	85750
aɓə̀z	60025
aɓəza	51450
aɓəzà	167213
aɓəzal	77175
aɓəzàl	17150
aɓə̀zal	64312
ad	42875
ada	218663
adà	510215
adabaɓəh	12862
adàbaɓəh	21437
adàbasiŋ	8575
adabəz	47162
adàbəza	8575
adabəzay	8575
adàɓelay	8575
adàɓəɗla	17150
adàɓək	12862
adaɓəl	21437
adàɓəl	77175
adàɓəlaka	12862
adaɓəlay	8575
adàɓəlay	38587
adaɓəz	42875
adàɓəz	102900
adaɓəza	8575
adàɓəza	47162
adaɓəzal	12862
adàɓəzal	34300
adaɓəzl	12862
adaɓəzlba	8575
adada	231526
adadà	12862
adàda	94325
adàdala	25725
adadasiŋla	8575
adaday	12862
adàday	25725
adàdəɓani	8575
adadəv	102900
adàdəv	115763
adàdiŋ	8575
adàdukw	51450
adadza	77175
adàdza	145775
adadzəka	42875
adàdzəka	12862
adàdzərəɗah	8575
adaɗah	51450
adaɗàh	25725
adàɗah	132913
adaɗaha	8575
adàɗaha	21437
adàɗahakulla	25725
adaɗahalla	12862
adàɗahalla	21437
adàɗahla	8575
adaɗehəŋ	21437
adàɗehəŋ	47162
adàɗəɗ	8575
adàɗəɗal	8575
adàɗuw	12862
adafa	12862
adàfa	8575
adàfətalla	8575
adag	8575
adàgahay	21437
adagay	673140
adàgay	553090
