Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 204866

a	89229057
á	244061
a'onu	248943
a'ore	68337
aa	7673308
aaɓa	14643
aan	78099
aanlo	19524
aanna	29287
aannasi	14643
aannibiru	9762
aanrobe	24406
aansaan	9762
aansanni	19524
aansi	68337
aansira	9762
aari	58574
aarinɛ	9762
aariyo	53693
Aba	9762
Abarahamu	414905
Abɛli	19524
Abihude	9762
Abiya	14643
aɓa	53693
aɓa'o	9762
Aɓa'o	9762
aɓa'obe	68337
aɓa'obera	131793
aɓaa	63456
aɓale	68337
aɓari	43931
aɓariyo	63456
aɓuwe	14643
Adama	53693
Adi	9762
Adimi	9762
afere	9762
Agabusi	9762
Agare	9762
Akayi	39049
Akaze	9762
Akilasi	34168
Akimu	9762
Aleluya	19524
Alɛsandere	29287
Alɛsandiri	14643
Alifa	9762
Alife	24406
amina	19524
Amina	126912
Aminadabe	19524
Amo	9762
Amosi	9762
an	19524
an'anmu	14643
an'arobaforo	24406
Ananiya	53693
Ancose	92743
Ancoseē	19524
Andere	58574
Anɛ	14643
anmi	117149
anmiyan	9762
anna	34168
annasi	34168
annawe	19524
anni	566223
anninu	107387
Anniwawa	112268
anniya	566223
annu	48812
annuwan	19524
anro	39049
ànrō	39049
anrobe	9762
anrodiyo	19524
ansaan	29287
ansannu	14643
ansi	39049
ansinna	14643
ansiyoo	9762
anze	493005
anzera	356330
apa	19524
Apolosi	53693
ara	161080
ara'o	14643
ara'omu	131793
ara'omuū	9762
ara'omuwera	9762
ara'oni	14643
ara'onuu	9762
ara'ori	9762
araɓaa	19524
aradiyo	97624
arafa	29287
arafaa	43931
Aramemu	9762
Aramu	9762
arana	112268
arani	287993
aranina	419786
araninu	14643
araniro	107387
aranirobe	244061
aranirobera	24406
araniya	58574
aranu	9762
ari'ari	14643
Arifakisade	9762
Arimate	19524
Arini	9762
Arisipe	9762
Arisitarike	24406
Aritemi	24406
ariyo	14643
aro	185487
aroɓuwee	9762
aroɓuweenu	14643
arona	419786
aroni	24406
aroniya	14643
aronu	9762
Asɛri	9762
asi	331924
asira	19524
asiyo	414905
aso	97624
asoō	278230
asozo	39049
asozora	39049
Atɛneē	14643
Atɛnesiyo	9762
aza	117149
azaā	97624
Azafu	9762
Azi	102506
Azore	9762
ba	2098932
bá	2918981
ba'a	9762
ba'aa	9762
ba'uweē	14643
baa	195249
baaba	117149
