Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 323858

a	3754732
á	1682836
à	67291837
Áa	80282
áá	15438
Áá	55579
àa	5814276
Áááoo	6175
Aalon	15438
Aani	6175
ááo	15438
Ááo	52492
Àaò	6175
Aatana	12968646
áatana	24702
Abɛli	24702
Abhà	92633
àbhà	1840312
Abia	9263
Ábin	15438
àbin	6175
Àbin	46316
Abiyu	6175
Ablam	370532
Adam	67931
Adamɛ	6175
Adi	6175
Agaa	12351
Agabu	9263
Agilipa	43228
Akai	33965
Akazi	6175
Akila	21614
Akim	6175
Alaan	6175
Alafasa	6175
Alago	6175
Alam	6175
ale	9263
Ale	1475955
àle	15120824
àleá	617554
àleà	27789
àlei	614466
àlele	30877
Aleluuya	12351
Aleopaze	9263
Alesandele	15438
Alesandili	12351
Alifa	9263
Alifee	15438
Alimatee	12351
Alisitaki	15438
Amiina	49404
àmiina	27789
Aminadabu	12351
Amon	6175
Amosi	6175
an	2760469
án	5869856
Anania	49404
Andele	46316
Ang	284075
àng	12962471
Angbhà	24702
àngbhà	358181
Angle	74106
àngle	1540798
àngleá	33965
àngleà	15438
Ani	18526
Antiɔsi	74106
Apolo	33965
Asɛli	6175
Asipu	6175
Aso	9263
Atɛni	21614
atoosiwo	355093
Atoosiwo	3235986
Azafu	6175
Azi	67931
Azɔɔ	6175
bà	9263
baa	58667
bâa	108072
baaá	6175
baaà	9263
bâaá	15438
baaii	6175
baan	21614
baayè	6175
baayèa	21614
Bàbá	9263
Babiloni	52492
bái	18526
báibài	15438
bàlà	24702
bàlàa	95720
Balaam	15438
Balabasi	40141
Balasaba	6175
bàlàsi	9263
bàlàsí	21614
bàlàsíà	6175
ban	506394
bàn	83369
Banaba	142037
bànàkpɔ	12351
bànàkpɔ́	101896
bànàkpɔ̀	6175
bànàkpɔ́i	27789
bànàkpɔ̀i	6175
bànàkpɔ́yèa	58667
bànɛ́á	9263
bàngle	6175
bànkétà	71018
bànkétàbò	6175
bànkétàyè	27789
banna	37053
banná	12351
bannáà	9263
bánnai	15438
bannáii	15438
bannáyèa	9263
banyè	9263
banyèa	117335
Batelemi	12351
bèaan	77194
bèka	9263
bele	194529
beleá	18526
belebele	9263
belebelebò	12351
Belee	27789
Belenisi	9263
Belizebuli	21614
Besaida	21614
Betani	40141
Betelɛm	30877
Betifaze	9263
bɛ́ɛ́	92633
