Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 289894

a	62157202
Abba	10348
Abel	17247
abəra	4881094
Abihod	6899
Abiya	13798
Abraham	424293
ada	11166150
Adam	58642
Addi	6899
Admiŋ	6899
afəŋ	6899
Agabus	6899
Agar	10348
Agəla	51743
agəna	220770
Agəripa	48293
agwada	10348
Ah	24146
ahaya	1231484
Ahe	10348
ahəl	1455704
Ahəl	1476401
Akay	44843
Akaz	6899
Akelas	31045
Akim	6899
ako	486384
ala	31045
Aləgəzandər	20697
Aləgəzandəri	13798
Alfe	17247
amboh	358751
amen	6899
Amen	20697
Aminadab	13798
Amoŋ	6899
Amos	6899
Ananiyas	51743
anaŋ	541577
andaya	3142527
andza	8951547
ane	655411
Ane	3352949
anəke	1497098
Aŋdəre	44843
Aŋtipas	6899
Aŋtiyos	103486
Apolos	48293
Arabi	10348
Aram	6899
Arfadzad	6899
Arimate	13798
Aristark	17247
Arni	6899
Aroŋ	17247
Arsip	6899
Artemis	17247
Asaf	6899
Asah	10348
asana	10348
Aser	6899
Asos	6899
Ass	10348
atay	41394
Aten	20697
aya	10348
Aya	100036
ayaw	79339
Ayaw	265614
aye	23356813
Ayəropaz	6899
aza	193174
azekw	10348
Azi	68990
azlakwa	48293
Azlakwa	165577
Azor	6899
aʼay	34495
Aʼay	210421
ba	96587
Babilon	55192
bagwar	1676474
Balam	13798
bambaz	300109
bamta	10348
Bar	6899
bara	75889
Barabas	48293
barakway	10348
baratay	6899
barbarra	37944
bariye	27596
Barnabas	162128
Barsabas	6899
Bartelemi	13798
barum	6899
bay	15971355
bazlam	5798671
beber	37944
Bedzabul	24146
beke	362201
beleler	13798
bembek	31045
Bendzameŋ	13798
ber	6899
Bere	24146
beremeffe	6899
Berenis	10348
bereŋ	13798
Betani	55192
Betelehem	37944
Betesayda	24146
Betifadze	10348
bəba	731301
Bəba	962420
bəbay	576072
bəbazl	20697
bəbazliye	37944
bəbazlum	6899
bəbəl	10348
bəbərek	96587
bədəŋgwal	6899
bəɗ	182825
bəɗa	34495
bəɗaw	465687
bəɗgay	24146
bəɗiɗay	37944
bəɗiyem	55192
bəgəlam	24146
bəgom	196623
bəlay	144880
bəle	165577
bəmalə	113834
bəna	458788
bəra	189724
bərakəzaŋ	37944
bəram	24146
bərbur	6899
bərəm	10348
bəruk	27596
bərut	6899
bəse	496733
bətekwew	68990
