Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 319783

Abia	12508
Abihud	6254
Abraham	500339
Adam	87559
Adi	6254
Admin	6254
Agabus	9381
agama	553500
Agripa	43779
ah	4843909
ahabnina	34398
ahac	9381
ahada	106322
ahadef	68796
ahais	1457238
ahamou	6254
aharga	9381
Ahas	6254
ahasha	15635
ahatu	71923
ahau	9381
ahobta	9381
ahta	625424
ahtaht	6254
ahtahta	9381
ahtukui	21889
ainun	534737
Akaya	9381
akebra	6254
Akhaya	25016
Akhim	6254
aksa	1519780
aksiksa	9381
Akwila	25016
Aleksander	18762
Aleksandria	12508
Alfa	9381
Alfeus	15635
Allah	13531050
Aminadab	12508
amok	300203
amoker	978788
Amon	6254
Amos	6254
amsa	53161
Ananias	56288
Andreas	50033
anggur	347110
Antiokhia	112576
Apolos	50033
ara	25016
Arab	9381
Areopagus	9381
ari	25016
Ari	428415
ariawun	21889
Arimatea	9381
Aristarkus	12508
Arkhipus	6254
Arni	6254
aroga	84432
Arpakhsad	6254
Artemis	34398
Asa	6254
Asdod	6254
Asia	62542
Asos	6254
Atalia	6254
Atena	21889
ayo	9381
Ayo	15635
Ayok	12508
Azur	6254
Babel	100067
baptis	312712
Barabas	31271
Barnabas	184500
Barsabas	18762
Bartimeus	6254
Bartolomeus	12508
Beelzebul	31271
Benyamin	12508
Berea	18762
Bernike	9381
besi	12508
Betania	56288
Betfage	18762
Betlehem	40652
Betsaida	28144
bibisa	9381
bicec	9381
biciga	68796
bicira	21889
bicka	6254
bidem	15635
bidesk	34398
bidis	6254
bifagigou	18762
bifega	40652
big	46906
bigak	15635
bigen	9381
bih	9381
bihada	9381
bij	12508
bija	178245
bijeka	65669
bijgen	81305
bijmeg	9381
bik	93813
bikej	12508
biker	87559
bikikif	25016
Bileam	21889
bimah	6254
bimahada	12508
bimebisa	9381
bimeg	6254
bimeja	15635
bimejeka	6254
bimejgen	43779
bimek	34398
bimeker	15635
bimemesa	43779
bimen	15635
bimenggit	25016
bimerenin	9381
bimes	12508
bimesa	12508
bimesah	9381
bimesij	6254
bimesir	6254
bimita	71923
bin	159483
binah	9381
binebah	12508
binenggit	9381
binggit	168864
birenin	21889
birga	6254
Biris	406525
birsa	15635
bis	18762
bisah	18762
bised	18762
bisejah	21889
bisij	65669
bisirn	6254
bisisaok	103194
bisisig	15635
bisiuk	9381
biskijig	12508
