Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 290046

a	51715
aau	6895
ab	448204
aba	13790
abai	13790
abang	41372
abe	13790
Abela	24134
Abiud	6895
Abiya	10343
Abraham	413727
abyi	10343
abyo	6895
adae	58611
adai	10343
Adam	48268
adang	6895
adao	93088
adau	27581
adaui	17238
Addi	6895
ade	13790
adu	58611
Agabu	6895
agae	86193
agai	20686
agaung	44820
ago	58611
Agripa	41372
agu	75850
agyang	86193
agyi	131013
agyo	79297
Ahad	6895
ai	9119243
ai:gau	6895
ai:gu	41372
ai:ru	13790
ai:rure	10343
ai:tau	24134
ai:thao	27581
ai:tho	6895
aibam	13790
Aibam	13790
aigu	13790
aijao	24134
aijham	189625
aikhyo	10343
ailao	186177
Ailao	1103273
aimae	227550
aimung	68954
Aimung	541293
Ainea	13790
aiqhi	10343
aire	468891
airu	751604
Airu	755052
Airu:lao	6895
airulao	10343
Airulao	68954
airumung	6895
Airumung	1661805
aitau	72402
aitho	6895
Aitho	20686
aiwa	10343
Aiwa	144804
aiyaug	234445
aja	193072
ajan	10343
aje	72402
ajham	48268
ajhao	10343
ajhaung	58611
ajhe	6895
ajo	10343
aka	10343
akaung	68954
akeim	68954
Akeladama	6895
akhai	51715
Akhaia	44820
akhang	393041
Akhim	6895
akho	99984
akhug	51715
akhyag	168938
akhyao	48268
akhyin	6895
akhyo	68954
akhyug	17238
ako	8536576
Akula	24134
akyang	24134
akyo	17238
akyu	999841
alae	10343
alao	20686
Alao	1375643
alaug	34477
alaung	10343
Alexanda	37925
alhab	3706308
alhag	10343
alhau	13790
alho	17238
ali	10343
alo	27581
Alphaeu	17238
alu	20686
Alu	165490
am	31029
ama	6895
Amae	6895
aman	37925
Amen	75850
Amminadab	6895
amo	24134
Amon	6895
amung	327534
Amung	1379091
amyi	10343
amyid	48268
amyin	682650
amyu	206863
ana	1503209
Anania	55163
Andre	41372
ane	17238
ang	310295
angad	193072
angai	31029
angin	10343
anhag	6895
Anna	24134
anoe	10343
Antioki	79297
anyaug	17238
anyham	44820
anyhug	6895
ao	51715
apan	162043
aphaug	10343
aphaui	6895
aphug	179281
Apolo	44820
apyad	496472
apyag	113775
aqab	13790
aqam	10343
aqao	131013
aqeim	6895
aqhid	72402
aqho	44820
aqi	44820
aqid	6895
aqo	27581
aqug	48268
Arabia	6895
Aram	6895
Arimathe	13790
Aripagu	6895
