Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 188229

ä	37188
abana	1439735
abanai	26563
Abia	21250
Abihud	10625
Abraham	669397
ada	334698
ada'koa	10625
ada'na	164693
Adam	106253
ade	74377
Adi	10625
adimmu	10625
adinna	37188
Admin	10625
ägä	95628
Agabus	10625
Agripa	63752
aha	191256
aha'mu	15938
aha'na	79690
aham	42501
ahamä	15938
ahanna	21250
Ahas	10625
ahhena	15938
ahu	116878
ahu'ä	15938
ahu'koa	10625
ahu'mä	15938
ahu'pä	15938
aia	21250
ajoka	10625
aka	17489334
Äkä'i	15938
akaa	31876
akam	53126
Akam	53126
akammu	69064
akammua	10625
akangki	15938
akangku	10625
akanna	324073
Akanna	398450
Akapi	21250
Akhaya	53126
Akhim	10625
akkalam	10625
akkalanna	47814
Akwila	37188
ala	26563
alai	10625
Alai	31876
Äläi	10625
alaia	15938
Aleksander	26563
Aleksandria	21250
Alfa	15938
Alfeus	26563
ali	53126
alipam	26563
alla	1020034
alla'ikoa	10625
alla'mu	42501
alla'mua	435639
alla'na	881904
alla'taa	42501
Alla'um	10625
Allataala	13706708
Allataalam	15938
allinna	122191
allo	2295076
alloä	10625
allokam	10625
allom	10625
allona	53126
ambe	127504
Ambe	143442
ambeki	10625
Ambeki	15938
ambeku	37188
Ambeku	717211
ambemu	74377
Ambemu	159380
ambemua	10625
Ambemua	10625
ambena	371887
ambeta	10625
Ambeta	239070
Ambetaa	69064
Amin	10625
Aminadab	21250
ammu	355949
amo	138129
amoi	10625
amom	69064
Amon	10625
Amos	10625
ampa	10625
ampa'mu	47814
ampa'na	42501
ampam	10625
ampe	53126
ampe'na	127504
ampona	26563
änä	2555397
änä'ä	10625
änä'ku	297509
änä'mu	95628
änä'na	1848811
Änä'naä	10625
Änä'nai	10625
Änä'nako	10625
änä'nam	21250
änä'nangkia	15938
änä'nangkoa	26563
Ananias	69064
anda'i	15938
ande	15938
andei	21250
andihi	63752
Andreas	69064
andulam	21250
ane	58439
angga	749087
angga'mu	10625
angga'na	42501
anggai	10625
anggako	10625
anggakoa	21250
anggam	1673493
anggamä	26563
anggangka	10625
Anggangka	10625
anggangkam	26563
anggangkoa	10625
angganna	21250
Angganna	26563
anggapi	10625
anggasanna	31876
anggoso	26563
anggur	398450
anggurna	63752
angku	42501
anitu	31876
anna	41895775
annam	100940
Annanni	15938
anta	37188
