Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 852488

a	728456
aabtun	9384
aaddum	11730
aaggi	102054
aaggik	23460
aaggim	10557
aaggin	15249
aagian	3519
aahuk	3519
aahwa	21114
aali	2346
aallang	7038
aameh	8211
aamma	8211
aammed	434023
aang	34018
aanghel	8211
aap	378890
aapu	4692
Aaron	408216
aatuan	22287
aatun	2346
aatung	4692
aayuh	3519
ab	11730
aba	3519
aban	3519
abang	8211
Abarim	5865
abbig	60997
abbigen	8211
Abbim	2346
abbun	3519
abbung	21114
Abdi	3519
Abdon	8211
Abednego	11730
abek	31672
abel	2346
Abel	25806
Aben	10557
Abiathar	34018
Abib	3519
Abida	2346
Abidan	4692
Abiel	3519
Abieser	10557
abig	23460
Abigail	23460
Abihah	3519
Abihail	7038
Abihu	14076
Abijah	36364
Abimael	2346
Abimelek	66863
Abinadab	15249
Abinoam	4692
Abiram	12903
Abishag	5865
Abishai	35191
Abishua	4692
Abishur	3519
Abital	2346
ablan	4692
Abner	86804
Abraham	341353
Abram	72728
Absalom	120822
abtu	2346
abtui	7038
abtun	11730
abugaduh	3519
abulut	326104
abuluta	3519
abulutaddan	2346
abuluten	53959
ad	866874
adaadal	2346
Adah	8211
Adaiah	10557
adak	11730
adal	24633
adalan	5865
adalen	8211
adam	15249
Adam	39883
adan	476253
adang	2346
Adar	10557
Adbeel	2346
addak	34018
addan	17595
Addar	5865
addugan	2346
Addulam	2346
Addullam	3519
addum	75074
adi	48094
adiddan	15249
Adiel	3519
adim	4692
adin	41056
adlan	2346
Admah	5865
Admin	2346
Adna	2346
Adnah	2346
Adoni	4692
Adonijah	31672
Adonikam	3519
Adoniram	5865
Adonisedek	2346
Adrammelek	2346
Adriel	2346
adug	4692
adugan	3519
Adullam	4692
Adummim	2346
adya	2346
adyadeh	2346
Adyadeh	2346
adyah	55132
adyahhak	2346
Adyahhak	9384
Aeneas	2346
Aeyulah	4692
Agabus	3519
Agag	12903
agah	11730
agahan	3519
agate	3519
agda	2346
agdan	4692
agel	5865
aggak	5865
aggew	2301498
aggiyyet	4692
agi	272144
agid	2346
agida	4692
agidan	2346
agidda	2346
agiddan	5865
agik	86804
agim	86804
agimi	4692
agin	133726
agitu	84458
agitun	15249
agituy	7038
agiyu	10557
agiyun	4692
agka	2346
Agripa	17595
agtu	3519
agtun	3519
agu	43402
aguddan	2346
agum	9384
