Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 74499

a	5490006
aabo	953032
ààbò	120806
aadorin	40268
aadorun	53691
aadosan	53691
aadota	295305
aafin	80537
aago	40268
aala	107383
aare	4617511
aarin	214767
Aaron	40268
aarun	93960
aawo	241613
aaye	134229
aba	53691
Ababa	67114
abadofin	228190
abajade	228190
abala	134229
Abala	496650
abameta	80537
Abameta	147652
abayo	134229
abbl	93960
Abdullahi	80537
abe	134229
abele	348997
abere	389266
abewo	456381
Abidjan	40268
abileko	80537
Abileko	241613
Abiodun	805379
Abiola	40268
abiyamo	93960
abo	335574
Abubakar	134229
Abuja	872494
abule	107383
aburo	40268
adajo	187921
adari	832225
adarijini	40268
Addis	67114
adehun	550342
adele	214767
Adele	308728
Ademola	617457
Adepoju	563765
Adesina	80537
Adewole	201344
adigun	40268
adimora	40268
ado	335574
adojutofo	147652
Adulawo	671149
adunkokomoni	80537
adunkookomoni	40268
afara	201344
afe	134229
afefe	120806
afesegba	362420
afihan	107383
afikun	335574
Afirika	496650
afojusun	67114
Afolayan	308728
aforiji	40268
afowogba	67114
Africa	711418
African	187921
afrika	80537
Afrika	496650
AFRIMA	120806
AfroBasket	40268
afunrasi	67114
afurasi	268459
agabye	40268
aginju	53691
ago	80537
agunbaniro	40268
agba	3342326
agbaboolu	1060416
agbado	40268
agbara	241613
Agbarijopo	53691
agbasese	80537
agbateru	161075
agbaye	2120833
àgbáyé	107383
agbe	255036
agbebon	201344
agbegbe	1100685
agbejoro	107383
agbekale	120806
agbenuso	375843
agbepo	40268
agbesile	80537
agbesunmomi	187921
Agbo	40268
agbofinro	281882
aheso	255036
Ahmed	80537
Ahmedu	40268
AIDS	80537
aiku	107383
Aiku	295305
airi	67114
aisan	402689
Aisha	67114
aisi	40268
aito	161075
aja	40268
ajafeto	93960
ajagun	40268
ajajagbara	67114
ajakale	40268
aje	1208069
ajemonu	40268
ajesara	362420
Ajiboye	67114
ajijagbara	40268
Ajimobi	40268
ajinigbe	80537
ajo	4147706
Àjo̩	80537
ajosepo	657726
akanda	80537
Akande	53691
akanse	778533
akegbe	255036
akekoo	335574
akero	40268
akin	40268
akitiyan	161075
akiyesi	147652
ako	40268
akoba	80537
Akobundu	107383
akoko	778533
akoni	228190
akonimogba	281882
akonimoogba	40268
akori	67114
akorin	40268
akoroyin	375843
akosemose	255036
akosile	469804
