Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 254516

a	33785695
aa	1587326
Aani	7858
Abaaja	7858
Abayat	7858
abɛɛ	7858
Abiraham	510773
Adam	51077
Adi	7858
Adimiŋ	7858
Afakizat	7858
Agabↄs	7858
Agiripa	35361
Ai	247528
Aizik	117870
Akaaya	27503
Akim	7858
Akipas	11787
Akuila	27503
Alɛkizaŋda	23574
Alɛkizaŋdia	15716
Alifa	11787
Alifiyas	19645
ama	1504816
Ama	2836756
Ami	121799
Amiinadab	15716
amiisiŋba	7858
Ana	7858
Ananaya	11787
Ananayas	43219
Anas	19645
aŋ	5374907
Aŋduru	51077
aŋkuraba	7858
Aŋtiↄk	113941
Apↄlↄs	43219
ari	14643480
Ariibia	11787
Ariitas	7858
Arimatiya	15716
ariŋ	7858
Arisitaakis	19645
Ariyↄpagis	7858
Asa	15716
Asↄs	19645
Atɛmis	19645
Atɛŋ	19645
Azaaya	117870
Azↄ	7858
b_ul	7858
ba	28756541
baa	1414449
baagɛ	11787
baal	1434094
baala	502915
baalaa	255386
baaliŋ	11787
baaniŋ	392902
baaŋ	15716
baasɛ	35361
babii	7858
Babilↄŋ	106083
baga	565779
bagɛ	7858
bagi	19645
bagisiŋ	43219
bal	628644
bala	1084411
balá	11787
balaa	172877
balaba	66793
balia	1194423
baliamiŋ	58935
balidu	62864
baliŋ	601140
balipɛ	388973
Banabas	157161
banↄŋ	168948
banɛsɛ	290747
banɛsɛmiŋ	11787
baŋmɛɛ	43219
baŋmɛnɛ	113941
baŋŋa	23574
baŋŋaa	7858
bapuↄsaa	19645
bapuↄsi	43219
Barabas	47148
Basabas	7858
Batolomi	15716
batori	420405
batorimuŋ	7858
bayalaa	15716
bↄi	15716
bↄisiŋ	27503
bↄmↄ	314322
bↄmuŋ	106083
bↄŋ	455767
bↄŋŋↄ	7858
bↄŋŋↄↄ	1052978
bↄsↄ	86438
bↄsunuŋ	11787
bↄyɛ	106083
bee	416476
Beelam	19645
beenaŋtirɛ	27503
begilu	11787
bele	47148
belliŋ	11787
bene	62864
benu	51077
beŋ	719011
beŋba	51077
beŋla	7858
beŋma	31432
beŋmi	11787
bɛ	15716
bɛɛ	2585299
bɛɛba	7858
Bɛɛnis	11787
Bɛlizibul	23574
Bɛŋjamiŋ	11787
bɛrɛ	129657
bɛrɛ́	7858
bɛrɛba	7858
