Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 242150

a	67491224
aa	735081
Aarɔn	20648
Aba	8259
Abɛl	20648
Abiyud	8259
Abɩya	16518
Abraham	429485
Adam	57815
Adii	8259
Admɩnɩ	8259
Agaar	12389
Agabus	8259
Agripaa	53685
Akaazɩ	8259
Akayii	41296
Akilas	24778
Akim	8259
albatɩr	12389
Alɛsandɩr	24778
Alɛsandrii	16518
Alfee	20648
am	619450
amb'a	20648
amba	1453644
Amina	111501
Aminadaab	16518
Amɔɔn	8259
Amɔs	8259
an	18802395
Ananɩyas	45426
Andɩr	49556
Antipas	8259
Antɩyɔs	86723
Apolɔs	49556
Araabɩrɔ	12389
Aram	8259
Arewopaazɩ	8259
Arfasatɩ	8259
Arimatee	16518
Aristarkɩ	20648
Arnii	8259
Arsip	8259
Artemis	24778
arzaka	177575
arzakarɔ	20648
arzakazaa	78463
arzakazannɔ	49556
arzana	458393
Asɛɛr	8259
Asɔs	8259
Atɛnnɩ	24778
awɔɔ	10629774
ayy	24778
Ayy	128019
Azaa	8259
Azii	82593
Azɔɔr	8259
b'a	5224034
b'an	8259
b'awɔɔ	631839
b'ɩ	462523
b'ɩbɩɩ	251909
b'ʋ	3861243
ba	11988436
baa	797026
baaba	12389
baadarɛ	20648
Babɩlɔnnɩ	57815
badɔ	28907
bahɔdonno	12389
bakʋ	41296
bakʋmarɛ	12389
bakʋmmɩŋŋa	8259
bala	1945075
Bala	2465413
Balam	12389
bam	3225273
bamɩŋŋa	8259
banfinnirɔ	8259
banka	392318
bankam	45426
bankaŋ	8259
bankarɛ	82593
bannɔ	24778
baŋ	28907
baŋŋa	20648
baŋŋarɔ	74334
baŋŋʋ	218872
baŋŋʋgasʋrɛ	41296
bar	70204
bara	20648
Barabas	49556
barɛ	1722073
barɛm	12389
barka	1011769
barla	417096
Barnabas	136279
Barsabas	8259
Bartelemii	16518
basɩrakarɛzaa	12389
basɩrakənno	28907
batɛm	346892
Batiisi	82593
bawosodonno	8259
bayɛrɛzannɔ	24778
Beree	12389
Berenisi	12389
Betanii	49556
Betelehɛm	33037
bəətinno	12389
bəətir	37167
bənkə	33037
bɛ	8259
bɛɛ	2035928
bɛɛmirewaasɩzannɔ	8259
bɛɛmirezaa	8259
Bɛlzebul	24778
bɛnnɔ	82593
Bɛnzamɛn	16518
bɛŋŋʋ	12389
