Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 158010

a	37972
aahera	12657
aano	12657
abalaa	88601
Abia	25314
Abihud	12657
Adam	113916
adatido	12657
adatino	18986
adie	31643
Adiemo	12657
adili	82273
adili'ira	18986
adili'o	120245
Agabus	18986
agama	708815
agamamiu	12657
agamando	31643
agamano	37972
agamanto	37972
Agripa	107588
Ahas	12657
ahu	50629
ahuno	31643
aipo	31643
Aipo	50629
akala	88601
akala'o	18986
akalado	37972
akalakomiu	12657
akalamami	12657
akalano	25314
Akhaya	69615
Akhim	12657
akoie	75944
aku	335421
Aku	386051
akui'aku	37972
akui'o	151889
Akumo	164546
Akwila	44300
ala	18986
alaa	525283
alaakondo'o	12657
alaamo	12657
Alaamo	44300
alahira	25314
Alata'ala	556926
Aleksander	31643
Aleksandria	25314
Alfeus	31643
Alla	14473767
Allamo	69615
alo	56958
alusu	37972
ama	37972
Ama	297449
amala	563255
amalaa	18986
amalaakami	18986
amalaako	31643
amalaakokomiu	18986
amalaakondo	56958
amalaakono	18986
amalaakuo	18986
amalaano	12657
amalamiu	18986
amalando	31643
amalangku	18986
amalano	18986
amalau	18986
Amin	151889
Aminadab	18986
Amon	12657
ampuni	12657
Ampuniakami'o	12657
ampunicomiu	25314
ampunihira	12657
ampunio	113916
ana	3809885
ana'ate	480982
ana'u	82273
anabuano	126574
anadalo	316435
anado	50629
anaku	367065
anamami	12657
anamiu	101259
Ananias	101259
anano	2107461
Andreas	88601
angga	25314
angga'aku	31643
angga'o	189861
angga'omo	18986
anggakomiu	12657
anggamiu	12657
anggano	145560
anggota	107588
angguru	443009
anggurudo	12657
angguruku	12657
angguruno	50629
anintotu	12657
Antiokhia	164546
Antipas	44300
anu	227833
anuhira	18986
anukomiu	25314
anumiu	12657
anundo	25314
anuno	31643
anuo	234162
anuto'u	170875
anuu	12657
apaino	12657
api	569584
apino	37972
Apolos	82273
apu	297449
Apu	18511486
apua	12657
Apua	696158
Apumiu	50629
Apumo	12657
apundo	31643
Apundo	63287
apungku	18986
Apungku	139231
apuno	430352
Apuno	563255
Apunto	525283
Apuu	50629
ara	126574
Arab	31643
Areopagus	18986
ari	6626162
ariaku	101259
ariakumo	373394
ariamiu	12657
ariando	63287
ariangku	12657
ariano	107588
aricami	31643
aricamimo	82273
aricitamo	31643
aricomiu	12657
Aricomiu	31643
aricomiumo	132902
