Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 158500

aḇaḇamya	12618
aḇaḇen	25236
abar	25236
aḇdares	69400
Abia	18927
aḇiḇer	214511
aḇiḇerya	25236
Abihud	12618
Abraham	706624
aḇris	75709
aḇrui	25236
aḇyaḇ	18927
aḇyair	858044
aḇyairya	12618
aḇyoḇer	12618
adadu	12618
adai	18927
Adam	94637
adir	18927
afuf	63091
afuffarmyan	138801
afufya	12618
Agabus	12618
agama	435331
agamaya	25236
Agripa	82018
ai	340694
aibui	12618
aiḇui	50473
aikus	12618
aipyokem	44164
aiwan	580441
Akhas	12618
Akhaya	69400
Akhim	12618
Akwila	44164
akyek	12618
Aleksander	31545
Aleksandria	25236
Alfeus	25236
Allah	15577287
Allahḇa	75709
Allahke	18927
Allahsya	12618
Allahsyake	12618
Allahya	18927
amber	44164
amboḇer	25236
amborew	12618
amek	44164
amfyanir	176656
Amin	182965
Aminadab	12618
Amon	12618
ampon	44164
ampun	82018
ampunyae	12618
ampyampumber	63091
an	25236
anan	25236
Ananias	82018
ananjar	44164
ananun	214511
andar	56782
andido	18927
andir	164037
andirya	50473
andoḇa	18927
Andreas	88328
anenef	75709
aner	12618
anggur	485804
ani	13356466
aniḇa	138801
aniḇeri	25236
aniḇo	12618
anikada	18927
anine	88328
aninef	18927
aninem	189274
aniso	12618
ankankinem	50473
Ankankinem	883280
ankar	63091
ankarḇa	12618
ankarkar	107255
ankinem	25236
ankyon	69400
anna	2031545
annaḇa	18927
annakam	18927
annane	44164
anonef	195583
ansi	3684542
ansiḇa	12618
ansifa	12618
ansikam	25236
ansine	69400
ansko	12618
ansu	151419
ansui	18927
ansuine	44164
ansuya	233438
ansya	542586
Antiokhia	126182
anun	82018
anunḇesisye	37854
anya	1066246
apepen	50473
Apolos	69400
aprer	37854
aprop	378548
apropya	82018
apurwan	12618
ara	138801
Arab	18927
aram	12618
araref	107255
ararefya	12618
araryof	31545
arasa	63091
arasai	44164
arḇeḇer	50473
arḇur	18927
ardomes	12618
Areopagus	18927
ari	378548
Arimatea	25236
Aristarkhus	12618
Aristarkus	12618
arkfafais	37854
arkok	12618
armaker	12618
aroo	435331
arooyae	18927
arsen	12618
Artemis	44164
aru	37854
arubiru	12618
arwarem	18927
arwo	126182
arwori	12618
aryawin	25236
Asa	12618
asas	605678
Asia	126182
aski	1041009
askiḇa	18927
