Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 146641

a	61374
a'ngel	265955
Aaronpa	20458
Abelqa	13638
abisar	20458
Abraham	115929
Abrahammanta	13638
Abrahammaqa	13638
Abrahammataqa	13638
Abrahammi	27277
Abrahampa	197761
Abrahamqa	109110
Abrahamqami	54555
Abrahamta	177303
Abrahamtami	20458
Abrahamtaqa	47735
Abrahamwan	40916
abrasar	34096
Acaya	54555
Achapismi	13638
achka	2257213
achkalla	13638
achkami	54555
achkana	40916
achkata	95471
achkatana	20458
achkayaranllapa	34096
achkayayaranllapa	13638
achkila	34096
achkilla	13638
achkillapi	13638
achkillapina	27277
achkirachikamuran	20458
achkirachikun	75013
achkirachikunanpaqqa	20458
achkirachikunqanachu	13638
achkirachikuq	122748
achkirachikuqnin	27277
achkirachikuqqa	13638
achkirachinanpaq	20458
achkiraqlapina	20458
achkiyaqpinaqa	13638
achkiyatinnaqa	68193
achkiyayatinnaqa	20458
achkiyaypi	13638
achkiyaypimaqa	13638
Ada'n	75013
Adanta	13638
aduramaqllapa	13638
aduramatkiqami	13638
adurana	20458
aduranallapapaqqa	13638
aduranan	13638
adurananchikllapa	20458
adurananllapa	906976
adurananllapapaq	34096
adurananllapata	13638
adurananpaq	20458
aduranapaqqa	13638
aduranaykillapapaq	20458
aduranaykillapapaqqa	13638
aduranaykillapata	13638
aduranaypaq	20458
aduranllapa	34096
aduranqallapa	40916
aduraq	75013
aduraqkuna	13638
aduraqkunaqa	27277
aduraqllapa	13638
adurar	54555
aduraran	13638
aduraranllapa	68193
adurarchu	20458
adurashunllapa	13638
adurayankillapa	13638
adurayanllapa	13638
adurayllapa	13638
adurayta	27277
Agabo	13638
Agarpa	20458
Agarpaq	13638
Agripa	54555
Agripaqa	34096
agwantaypaqta	61374
agwantayta	13638
Akakaw	34096
Akaw	156845
akrakaq	13638
akrakasha	20458
akramaran	47735
akramaranchikllapa	13638
akramaranllapa	13638
akramasha	54555
akramashallana	13638
akramashallapa	13638
akramashanchikllapa	47735
akran	13638
akranllapa	20458
akranqa	13638
akrar	197761
akraran	88651
akraranllapa	20458
akrarmi	13638
akrarqa	13638
akrasha	95471
akrashallapa	13638
akrashan	238678
Akrashan	572827
akrashana	34096
akrashankunana	13638
akrashankunaqa	13638
akrashankunaqami	13638
akrashanrayku	13638
akrashayki	13638
akrashaykikunata	13638
