Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 1053894

a	362465
aalagad	8539
aalot	5693
aanak	1897
aani	2846
Aaron	339692
aawit	42698
Abaddon	1897
abaga	42698
abang	2846
abarim	2846
Abarim	4744
abat	1897
Abba	2846
Abda	1897
Abdeel	1897
Abdi	2846
Abdias	7590
Abdiel	1897
Abdon	7590
Abed	14232
Abel	25619
abi	8539
Abia	6642
abiabi	6642
Abiam	4744
Abias	22772
Abiatar	1897
Abiathar	28465
Abib	5693
Abida	1897
Abidan	4744
Abiel	2846
Abiezer	4744
Abiezertanhon	2846
Abigail	15181
Abihail	5693
Abimael	1897
Abimelec	1897
Abimelech	60727
Abinadab	12335
Abinoam	2846
Abiram	10437
Abisag	4744
Abisai	23721
Abisalom	1897
Abisua	3795
Abisur	1897
Abiu	11386
Abiud	4744
abli	14232
ablihan	10437
ablihi	6642
Abner	59778
abo	44596
abog	16130
aboga	3795
abogado	1897
abot	116710
abotanan	3795
Abraham	328306
Abram	56931
Abrona	1897
Absalom	102477
abug	97732
abughoan	7590
abugon	1897
abut	210647
abutan	3795
abutanan	6642
abuton	2846
abyan	37005
acacia	26568
Acaico	1897
Acaya	14232
Acaz	1897
Accub	7590
acero	1897
Achab	89193
Achan	5693
Achaz	37005
Achbor	5693
Achias	2846
Achimaas	1897
Achis	19926
Achitob	8539
Achitophel	17079
Achor	4744
Achsaph	1897
Achzib	2846
Acrabim	2846
ad	102477
Ada	7590
adad	35107
Adaia	1897
Adaias	6642
Adam	27516
Adan	12335
adar	1897
Adar	11386
Adi	1897
Adiel	1897
Adin	2846
adlaw	2452808
adlawa	726828
adlawan	4744
adlawng	23721
Adlawng	51238
Adma	4744
Adna	3795
Adoni	2846
Adonia	20874
Adonias	3795
Adonicam	1897
Adoniram	1897
Adonisedec	1897
Adoram	4744
Adramelech	1897
Adramito	1897
Adria	1897
Adriel	1897
adto	270425
adtoa	5693
Adtoa	10437
adtoan	17079
adtoon	5693
Adullam	7590
Adullamahanon	1897
Adumim	1897
aduna	114812
adunahan	19926
adunay	607271
ag	106272
Agabo	3795
agad	8539
Agag	7590
Agagehanon	4744
agak	4744
agalon	238164
agan	7590
Agar	15181
Agaresnon	2846
agata	2846
agaw	11386
agawon	6642
agay	1897
agda	4744
agdahon	1897
aghat	1897
agi	53136
agian	3795
agianan	41749
agig	6642
agila	37005
agipo	8539
