Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 176899

a	1565865
A	1707188
a.m	5652
a'a	33917
A'a'u	5652
a'abi	79141
a'abi'abi	5652
a'abi'uai	33917
a'aeabuna	5652
a'aeabunakia	5652
a'akia	5652
a'ana	11305
a'apana	5652
a'arara	5652
a'arekia	28264
A'arenai	5652
a'ari	45223
a'au	5652
a'eho	11305
a'ena	22611
a'enai	16958
a'i	18716894
a'ia'i	39570
a'ibanai	5652
a'ihaona	5652
a'ikakauma	2459030
a'ikakaumai	435276
a'ikakaumaka	11305
a'ikakaumami	5652
a'ikakaumamu	5652
a'ikakaumana	158282
a'ikakaumana'u	39570
a'ikakaumanai	11305
a'ikakaumanakia	11305
a'ikakaumanamai	5652
a'ikakaumani'o	5652
a'iki'ana	16958
a'ima	28264
a'ina	67835
a'inakia	33917
a'iobi	67835
a'iobina	367441
a'iobinakia	39570
a'iobini'o	11305
a'iobinimi	33917
a'iramana	11305
a'itaea	39570
a'itaeana	11305
A'itaeana	11305
a'itaeanimi	5652
a'ito'u	5652
a'ituri	5652
a'oata	5652
a'oatana	11305
a'oatanakia	16958
a'oi	5652
a'oinimi	5652
a'oro	5652
a'uahina	5652
a'umuti	5652
aba	6122137
aba'aba'u	5652
aba'abaka	180894
aba'abakia	56529
aba'abamai	28264
aba'abami	73488
aba'abamu	33917
aba'abana	107405
aba'abanai	5652
aba'aera	5652
aba'akaumana	5652
aba'ari	5652
aba'iobi	22611
Aba'iobina	5652
aba'iobinakia	11305
aba'iobini'o	5652
aba'iobinimi	16958
aba'oru	22611
aba'oruna	16958
aba'u	33917
aba'uai	5652
aba'uainai	5652
aba'uere	22611
ababai	67835
ababaina	101752
ababainakia	39570
ababani	113058
ababataina	5652
ababua	11305
Abadon	5652
abaea	407011
abaea'u	11305
abaeai	11305
abaeakia	39570
abaeakiai	16958
abaeamai	11305
abaeamu	5652
abaeana	407011
abaeana'u	22611
abaeanai	33917
abaeanaka	11305
abaeanakia	22611
abaeanamai	11305
abaeanimi	11305
abahaiarana	5652
abahaiaranakia	5652
abahamo	5652
abahi	11305
abahinabe	5652
abahobona	5652
abahoma'ana	5652
abahuba'ari	28264
abaiha	5652
abaihani'o	5652
abaihanimi	11305
abaihau	633129
abaiuhu	11305
abaka	135670
abakai	16958
abakaina	22611
abakarahina	5652
abakarahinakia	5652
abaki'ana	5652
