Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 872961

Abakuk	8018
Abaran	2291
Abarim	5727
abason	3436
abau	109970
Abda	2291
Abdi	3436
Abdiil	2291
Abdon	9164
Abia	35511
Abiail	8018
Abiam	11455
Abiatar	33220
Abib	5727
Abida	2291
Abidan	4582
Abidnigo	12600
abig	72168
Abigail	25201
abigin	2291
Abigu	13746
Abigud	3436
Abiijir	11455
Abiil	3436
Abil	24056
Abimail	2291
Abimilik	84768
Abinadab	14891
Abinoam	4582
Abiram	17182
Abisag	5727
Abisai	36656
Abisalom	2291
Abisua	4582
Abisur	3436
Abital	2291
Abnir	75604
abot	38947
Abragam	359695
Abram	77895
Abrona	2291
Absalom	128298
Abui	2291
abuk	113407
acuan	2291
Ada	8018
Adam	33220
Adar	22910
Adasa	2291
Adaya	10309
Adbiil	2291
Adi	2291
Adida	2291
Adiil	3436
Adin	4582
Adma	5727
Admin	2291
Adna	3436
Adoni	6873
Adonia	51548
Adonikam	2291
Adoniram	4582
Adramilik	3436
Adriil	2291
Adulam	12600
Adumim	2291
adunan	2291
Agab	166101
Agabus	3436
Agag	14891
Agai	16037
Agajia	68731
Agar	32074
Agas	66440
Agaswiros	26347
Agawa	3436
Agi	3436
Agia	28638
Agiam	2291
Agigud	2291
Agiijir	5727
Agikam	8018
Agikar	13746
agikon	3436
Agilud	5727
Agimaas	21765
Agiman	4582
Agimilik	22910
Agimot	2291
Aginoam	8018
Agio	6873
Agira	4582
Agirot	4582
agis	48112
Agisamak	3436
Agitopil	24056
Agitub	14891
Agogi	4582
agou	19473
Agripa	18328
agung	3436
Ai	46966
aibui	10309
Aibui	90496
Ain	5727
ais	27492
ajag	11455
Ajajil	5727
Ajajya	3436
Ajalia	2291
Ajaria	54985
Ajariil	5727
Ajgad	4582
Ajika	8018
Ajil	5727
Ajmawit	8018
Ajmon	2291
Ajriil	3436
Ajrikam	6873
Ajuba	4582
Ajur	5727
ak	91642
Aka	2291
Akaba	10309
akai	1657576
akaino	6873
akan	34365
akano	50403
akanon	906111
akasia	33220
akau	1864917
Akaya	14891
Akbor	6873
Akgan	11455
aki	21765
Aki	6998021
akik	3436
akim	127153
akimi	8018
akimin	35511
Akior	25201
Akis	22910
Akjib	4582
akon	9164
Akor	2291
Akrabim	3436
Aksa	12600
Aksap	3436
aku	8279865
Akub	9164
akunin	3436
akupu	138608
