Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 143359

Ä	20926
Aarón	20926
Aaronź	13950
Abbá	20926
Abelź	20926
Abías	13950
Abraham	153460
Abrahamki	285995
Abrahamź	132534
Abrahamźkiś	111607
Abrahamźkiśtan	104632
Abrahamźtan	20926
Acaya	69754
aceite	13950
aceitiźtan	13950
ach	76730
acha	223215
achaćha	55803
achaki	48828
achaź	13950
achchi	523162
achchiś	160436
achchiśki	13950
achchiśtaćha	20926
achkiś	139509
achkiśiki	20926
achkiśtan	20926
achś	76730
achśtan	41852
achśtanam	20926
Adán	13950
Adanki	34877
Adanź	27901
Adanźkiśtan	13950
Agabo	13950
Agarki	13950
Agripa	55803
Agripaki	34877
aka	13950
akhs	537113
akhś	20926
akhsi	62779
akhsićha	125558
akhśićha	69754
akhsitaćha	34877
akhsiź	20926
akhskanaki	13950
akhskichićha	48828
akhskichiź	13950
akhsku	34877
akhsnakićha	20926
akhsnakkiśtan	13950
akhsnatćha	13950
akhsñi	48828
akhsñipantaćha	13950
akhsñitaćha	27901
akhsqatźkichićha	13950
akhźkaxu	13950
akhźkichićha	20926
akhźnaćha	13950
akuj	20926
alaxa	111607
alaxaćha	13950
alaxaqaś	90681
alaxaź	48828
Alejandría	27901
Alejandro	13950
Aleluya	27901
Alfarero	13950
Alfeoź	34877
alfitki	13950
alśinćha	20926
alśki	13950
alt'a	20926
alt'akićha	20926
alt'ikan	13950
alt'ila	20926
alt'ilalla	13950
alt'iñitaćha	13950
alt'itax	27901
altar	41852
altara	41852
altaraki	13950
altarkiś	41852
altarkiśtan	27901
alźnasaćha	20926
am	4624753
amćha	34877
Amćha	34877
amim	48828
Aminadabki	13950
Aminadabź	13950
amiź	913789
amki	3969056
amkim	62779
amkin	181362
amkiś	802181
amkiśiki	41852
amkiśl	27901
amkiśtan	216240
ammi	20926
ampacha	55803
ampacham	20926
ampanl	13950
amśti	34877
amta	153460
amtaćha	20926
amtakama	27901
amtaki	90681
amtakićha	34877
amtakiź	20926
amtan	244142
amtanćha	13950
amtaqaśśa	27901
amtatćha	13950
amtaxu	20926
amti	20926
amtićha	27901
amtichićha	125558
amtichinćhukćha	13950
amtikan	20926
amtila	20926
amtiñi	48828
amtiñinakaki	13950
amtiñinakami	27901
amtiñinakźkiś	13950
amtiñitaćha	20926
amtiñiź	13950
amtiś	97656
amtiśki	13950
