Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 139929

Aarón	42878
Abba	21439
Abel	57171
Abías	28585
Abiud	14292
Abraham	914749
Acaya	92904
Acaz	14292
acha	14292
achitsi	214394
achó	21439
achto	1550786
Adán	128636
Adí	14292
Admín	14292
Ágabo	21439
Agar	42878
Agripa	157222
águila	21439
ajpasteh	21439
ajsiki	178662
ajsitiwits	14292
ajsitok	50025
ajwiak	35732
ajwiakpajmeh	14292
ajwiálistli	142929
aka	1472175
akákalteh	28585
akatl	64318
akatlapítsali	14292
akí	14292
Akí	21439
akimeh	6789157
akin	8182721
akuxa	21439
Alejandría	28585
Alejandro	50025
Alfa	14292
Alfeo	35732
altepemeh	435935
altepetl	1793766
altepetsintli	14292
altepetsitsinteh	21439
amaka	1879524
amameh	21439
amatl	71464
amatlajkuíloli	421642
amatlajkuílolteh	28585
amayik	100050
ameh	35732
amemélolteh	28585
améyali	42878
améyalteh	21439
amiki	21439
amikis	21439
amikiskeh	14292
Aminadab	28585
amitla	1500761
amo	19645677
amó	671769
amokuali	1579372
amokualitlakatl	178662
amokualteh	607450
Amón	14292
Amós	14292
Ana	21439
Ananías	92904
Anás	50025
Andrés	100050
ángel	757527
ángeles	85757
ángelteh	350177
años	21439
Antioquía	200101
Antipas	78611
apisotl	71464
Apolos	100050
Aquila	64318
Aquim	14292
Arabia	21439
Aram	14292
Areópago	21439
Arfaxad	14292
Arimatea	28585
arina	21439
Aristarco	35732
arka	21439
arpa	14292
Arquipo	14292
artal	221540
Asá	14292
aseite	50025
Aser	14292
Asia	142929
Asón	14292
asta	1765180
asufre	57171
atékochtli	35732
atemi	14292
Atenas	42878
atepiatl	14292
atl	1372124
atlátentli	14292
atliskeh	14292
Augusto	21439
aweyatl	35732
awilnemi	14292
awilsiwameh	28585
awilsiwatl	28585
axa	3087279
Ay	42878
ayakmaka	50025
ayakmakah	14292
ayakmitla	92904
ayakmó	2294020
ayamaka	42878
ayamitla	28585
ayamó	936189
ayik	1286366
áyik	14292
Azor	14292
Babilonia	164369
Balaam	28585
banko	14292
Barjesús	14292
barka	335884
barkajtsi	28585
barkas	35732
barko	414495
barkojteh	35732
Barrabás	92904
barranka	14292
barril	14292
Barsabás	14292
Bartolomé	28585
Bautista	164369
beelzebú	35732
Belén	85757
beneno	21439
Benjamín	28585
bentana	14292
Berea	28585
Berenice	21439
