Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 193665

˻ala	41308
˻Alatala	15490
˻Ane	30981
˻anu	56799
˻apa	41308
˻batuana	15490
˻bo	51635
˻haitumo	72289
˻Ivesia	25817
˻Jadi	56799
˻ka	10327
˻Kita	10327
˻lako	10327
˻ledo	10327
˻nangoseaka	15490
˻nau	20654
˻Nau	25817
˻nombaboto	10327
˻ri	20654
˻sabana	51635
˻sampe	20654
˻tandana	15490
˻tapi	10327
˻Tapi	10327
˻tona	15490
˼	108434
Abia	20654
Abihud	10327
Abraham	722897
ada	578318
Adam	123925
adamiu	15490
adata	20654
Adi	10327
Admin	10327
aga	4203134
Agabus	15490
agama	1667828
agama.˼	20654
agama˼	10327
agamamiu	20654
agamara	46472
agamata	77453
agina	108434
Agina	108434
aginamo	144579
aginapa	51635
Aginapa	144579
Agripa	77453
Ah	10327
Ahas	10327
Ai	10327
Aka	41308
akala	20654
akalara	10327
Akhaya	61962
Akhim	10327
Akwila	41308
ala	5230681
alamo	15490
Alamo	41308
Alatala	17845248
Alatala.˼	41308
Alatala˼	36144
Alatalamo	185888
Alatalapa	10327
Aleksander	30981
Aleksandria	20654
Alfeus	25817
ali	51635
alima	56799
alina	113598
Amin	170397
Aminadab	20654
Amon	10327
Amos	20654
ampa	185888
ampu	36144
ampungi	10327
ampungimo	36144
Amsal	20654
ana	3413110
anabua	30981
anaguru	413084
anaguruKu	82616
anagurumiu	20654
anaguruMiu	46472
anaguruna	46472
anaguruNa	1270234
anaguruNamo	10327
anaku	283995
anamiu	98107
anamu	51635
anana	831332
Ananias	98107
anara	41308
Andreas	72289
ane	6392481
Anggatakamo	10327
anggur	464720
anggurra	10327
angu	211705
anguna	30981
ante	8153254
Antiokhia	180724
Antipas	25817
anu	15934732
anumiu	15490
Anumo	51635
anura	10327
aono	30981
apa	1647174
Apa	1781426
Apolos	87780
apu	485374
ara	154906
Arab	20654
are	15490
aremu	10327
arena	10327
Areopagus	15490
Arimatea	10327
Aristarkhus	25817
Arkhipus	10327
Arni	10327
Arpakhsad	10327
Artemis	46472
Asa	10327
asaa	92944
ase	56799
asele	247850
aselena	108434
asi	25817
Asia	108434
Asos	10327
asrama	41308
asu	56799
asulaku	41308
Asyer	10327
ata	25817
atau	996566
Atena	30981
atu	36144
atura	2747011
aturaKu	20654
AturaNa	15490
avu	25817
avura	10327
