Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 251528

a	157282688
Abba	7951
Abel	19878
Abia	7951
Abraham	393594
ada	35781
Ada	43732
Adam	55659
Adang	7951
Adi	7951
Aeneas	11927
Agripa	47708
ak	1586304
Ak	1717502
Akabus	7951
Akaia	47708
aki	779237
Akuila	27829
alabaster	11927
Alexander	23854
Alexandria	15902
Alfeus	15902
Alii	31805
Amen	107343
Aminadab	11927
Ananias	43732
Anas	15902
Andreas	47708
anghel	826945
Antiok	95416
Apolos	43732
apostol	445278
Arabia	11927
arhe	7951
Arimathea	15902
Aristarkus	19878
Arni	7951
Aron	15902
Artemis	19878
Aser	7951
Asia	75538
Asos	7951
Athens	23854
ba	23854
bab	170955
babier	389618
babii	71562
Babilon	47708
bad	381667
bades	19878
bai	1705575
bail	182882
Balam	11927
balech	11927
bank	7951
Barabas	47708
Baradis	7951
Barnabas	139149
Barsabas	7951
Bartholomeus	15902
Baskua	139149
bdelmiu	19878
bdelud	7951
bdeluk	19878
bdelul	242517
bderrir	329983
be	186857
bebil	2007728
bebrir	15902
bebul	198785
bebum	7951
bechachau	7951
beche	11927
bechei	15902
bechelechelingaol	7951
becheleleu	99392
bechemiu	27829
bechere	63611
becherei	59635
becherir	59635
beches	310104
bechetir	11927
bechiil	258420
bechik	7951
bechikak	19878
bechil	469132
bechim	39757
bechititerir	59635
bechochod	11927
bedbeduul	7951
bedengam	7951
bedenged	170955
bedengek	87465
bedengel	604306
bedengem	19878
bedengir	151076
bedengiu	47708
bedikl	7951
Bedobed	7951
bedul	190833
Beelsebul	27829
beiusech	7951
bek	1590280
bekai	35781
bekengang	7951
bekerekard	7951
bekerkard	67586
bekerredechel	19878
bekerurau	35781
bekeu	79514
bekiis	250469
bekikl	39757
bekokuii	27829
bekongesengasech	7951
bekongesenges	7951
bekord	123246
bekudasu	7951
belatingiu	7951
belatong	83489
beldeklel	7951
belkmiu	7951
belkul	826945
bellek	7951
belngel	19878
belochel	43732
belsachel	63611
belsebselel	11927
belsechel	477084
belsek	15902
belsel	71562
belsem	31805
belsiochel	7951
belsir	19878
Belsoil	11927
beltel	7951
beltii	19878
beluad	23854
beluak	11927
belual	75538
beluam	7951
belumam	15902
belumiu	19878
belurir	79514
beluu	1932190
beluulchad	1522693
bengong	35781
Benjamin	15902
beot	67586
Berangdang	7951
berberriid	7951
Berea	19878
