Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 294135

a	6949189
Abadon	3399
Abaisa	10199
Abel	20398
Abiatar	3399
Abilene	3399
Abiut	6799
Abraham	411375
adahat	149591
Adam	40797
Adaramitium	3399
Adaria	3399
Adi	6799
adiet	112193
adir	13599
Agabas	6799
Agripa	47597
agu	125792
Ah	3399
Aha	6799
Ahas	6799
ahe	6799
Ahe	10199
Ai	74795
aie	2335662
aihat	142791
Aikoniam	23798
Ainon	3399
airiruo	6799
airuo	537168
airuoairuo	3399
ais	10199
Aisaia	81595
Aisak	74795
aise	3399
Aise	33997
aititul	16998
aitul	363778
akai	3399
Akaia	33997
Akaikus	3399
Akeldama	3399
Akeleas	3399
Akim	6799
Akuila	23798
Aleksanda	20398
Aleksandaria	13599
Alipaio	3399
Alpias	13599
am	37397
amehet	10199
Amen	33997
ametal	3399
Aminadap	13599
Amon	6799
Amos	6799
Ampiliatus	3399
Ampipolis	3399
amuat	98594
ana	316181
Ananias	47597
anari	3399
Anas	20398
Andaronikus	3399
Andru	44197
ane	23798
angelo	798952
Antipas	6799
Antipatiris	3399
anugu	37397
anugui	3399
anuhet	3399
anum	37397
anumuat	27198
anuno	3399
Apeles	3399
Apia	3399
Apius	3399
Apolonia	3399
Apolos	50996
apostolo	506570
aram	1084536
aras	265184
arau	101993
Arebia	10199
ares	30598
Aretas	3399
ari	1679500
Arimatia	13599
Ariopagas	10199
arip	234586
Aristarkus	16998
Aristobulus	3399
Arkipus	6799
Armagedon	3399
Arni	6799
Aron	16998
Arpaksat	6799
Artemas	3399
asa	339979
Asdot	3399
Aser	6799
Asinkiritus	3399
Asor	6799
Asos	6799
at	4083159
Atelia	6799
Atemas	20398
Aten	30598
Atmin	6799
audahat	44197
audiet	336580
audir	3399
Augastus	3399
augu	533768
aun	20398
auno	271983
aunoi	23798
Awai	37397
ba	197188
baaba	3399
baak	1778095
baal	129192
baan	10199
baang	20398
baas	16998
baba	6799
babalu	203987
babana	6799
baber	3399
Babilon	61196
baboh	3399
bahbahit	13599
bahung	3399
bahuto	84994
baiangin	57796
baibai	3399
bakar	13599
bakbak	6799
bakut	3790776
bala	537168
balaam	23798
balaan	23798
balagu	33997
Balak	3399
balamaris	3399
balamasa	6799
balana	78195
balane	16998
balaparik	64596
balaraan	203987
Balastas	3399
balaura	105393
balaure	421575
balaurei	23798
balbaal	20398
