Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 217442

a	45989
a'nqueguëna	9197
a'nqueni	36791
a'ta	298930
Aarón	18395
abëbi	13796
Abel	32192
Abías	13796
Abiud	13796
Abraham	400106
Abraham'ga	9197
Abrahambi	68983
Abrahamni	105775
Abrahamre	9197
abrazada	9197
abumajën	9197
Acaya	50588
Acaz	9197
acha	91978
achabi	1039357
achacua	27593
achacuabi	41390
achacuani	32192
achacuare	18395
achacuata'an	13796
achago	91978
achagona	27593
achaguë	275935
achaguë'ne	22994
achaguëbi	13796
achaguëna	791015
achaguëña	156363
achaguëreta'an	9197
achaguëta'an	9197
achahuë	1158929
achaja'bë	13796
achaja'cua'ë	9197
achaja'guë'bi	18395
achajaiñu	9197
achajë'ën	335721
achajën	1053154
achajënna	745026
achaji	22994
achama'icua	13796
achama'icuabi	13796
achama'iguë	32192
achama'iguë'ë	9197
achama'ija'bë	9197
achama'ijë'ën	22994
achama'iñë	32192
achama'iñe'ne	9197
achama'itoca	9197
achamaë'ë	9197
achamajën	96577
achani	2800746
achañu	78181
achare	18395
achareba	9197
acharena	9197
achareña	142566
achase'e	13796
achase'ere	36791
achasi'cua	18395
achasi'cuabi	13796
achasi'quë	9197
achato	114973
achatoca	87379
achaye	542673
achayë	105775
achaye'ne	32192
achayete	18395
achaza	32192
acho	165561
achobi	501283
achocaiguë	9197
achocaija'guë	9197
achocua	87379
achocua'ru	13796
achocuabi	22994
achocuare	91978
achocuareta'an	18395
achocuata'an	9197
achogo	9197
achogona	9197
achoguë	772619
achoguë'ë	22994
achoguëbi	50588
achoguëna	593261
achoguëña	133368
achoguëte	18395
achohuë	211550
achoja'cua'ë	22994
achoja'guë	13796
achoja'guë'bi	32192
achoja'guë'ë	27593
achojaë'ë	13796
achojaicua	9197
achojaijë'ën	32192
achojaijënna	18395
achojaji'i	9197
achojë'ën	105775
achojën	712833
achojënna	335721
achoji	36791
achoma'iguë	9197
achoma'ijë'ën	27593
achoma'iñe	9197
achoma'iñë	18395
achoma'itoca	9197
achomaë'ë	13796
achomaji'i	9197
achomate	9197
achoni	229946
achoñu	18395
achoñuni	9197
achoreba	22994
achorena	9197
achoreña	36791
achose'e	73582
achose'e'ru	9197
achose'ere	110374
achose'eta'an	9197
achosi'quë	32192
achoto	32192
achotoca	68983
achoye	432299
achoyë	229946
achoye'ru	27593
achoyete	50588
