Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 115106

a	95564
Aaronini	17375
Aaroniri	17375
Abba	26062
Abeli	26062
Abraami	112939
Abraamini	26062
Abraamiri	34750
Abraani	156377
Abraanini	26062
Abraaniri	95564
Abrajamu	17375
Abrani	112939
Abranini	78188
Abraniri	34750
acha	17375
Acha	3492433
achamasï	165065
achamasïcha	95564
achamasïchajtu	17375
achamasïchaksï	78188
achamasïchani	139002
achamasïcheri	17375
Achani	747137
Achanksï	43438
Acharini	60813
Achasï	52125
achecha	26062
achechani	17375
Acheka	60813
Acheri	668948
Acheriska	17375
Acheska	17375
Achesti	17375
acheti	1946032
acheticha	156377
achetichaksï	34750
achetichani	121627
achetichanksï	17375
achetini	556009
achetinksï	26062
achetintsï	17375
achetiri	86876
achetisï	17375
Adani	60813
Adaniri	17375
Agabo	17375
Agripa	112939
aiacheka	34750
aiakorhejka	34750
aiakorheni	17375
aiakorhentaka	26062
aiakorhepka	26062
aiakorheska	17375
aiakorhespka	26062
aiakorhespti	17375
aiakorhexati	17375
aiakuaka	34750
aiakuaspti	26062
aiakuatini	17375
aiakuni	17375
aiakuntaaka	17375
aiakupka	34750
aiakuspti	34750
aiamenhaka	26062
aiamenhapka	43438
aiamenhatini	69501
aiangpe	17375
aiangpekuani	17375
aiangpeni	86876
aiangpentaaka	17375
aiangpentani	112939
aiangperakua	382256
aiangperakuani	668948
aiangperakueri	17375
aiangperata	17375
aiangperatani	26062
aiangpesïrempti	17375
aiangu	43438
aianguaka	34750
aianguani	78188
aianguantaani	112939
aianguantaaspti	78188
aianguantaasptiksï	17375
aianguantaspti	17375
aianguantaxaka	17375
aianguasïrempti	17375
aianguaska	17375
aianguaspti	104251
aianguati	17375
aianguauaka	34750
aianguka	52125
aiangukata	26062
aiángukorheska	17375
aiangunhantani	17375
aiangunhapka	43438
aiangunhaska	17375
aiangunhaxaka	17375
aianguni	130314
aianguntaaka	26062
aianguntaka	26062
aianguntani	121627
aianguntapka	26062
aianguntaspti	60813
aianguntasti	34750
aianguntati	26062
aianguntsï	43438
aiangupiringa	52125
aiangupkia	17375
aianguska	52125
aianguskia	17375
aianguspka	17375
aianguspkia	17375
aianguspti	60813
aiangusti	26062
aianguxaka	26062
Aianguxakaksïni	52125
aiatspeka	34750
aiatspekata	17375
aiatspeni	17375
aiatspentaaka	17375
aiatspentani	43438
