Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 190470

a	42074867
Abba	15750
Abheli	26250
Abhiya	15750
Abhiyatari	10500
Abhiyude	10500
Abrahama	525017
abune	126004
Adhamu	57751
adigu	31501
adiri	540767
adisi	15750
adisiri	15750
adita	15750
Adita	15750
adiya	68252
afa	42001
afela	199506
aga	52501
Agabo	10500
Agari	10500
age	89252
Age	1170788
agide	84002
agidego	99753
agile	21000
agisa	52501
agisago	15750
agise	21000
agisedwego	10500
agisela	10500
agiside	21000
agisidwe	26250
agisidwego	42001
agiswa	89252
Agripa	73502
agu	15750
Ah	10500
ahati	31501
Ahati	147004
ahihi	26250
Ahihi	126004
aholu	2919094
Aholu	3197353
Akaya	52501
Akhazi	10500
Akhime	10500
Akila	31501
alakanya	199506
alakanyago	15750
Alakanyani	57751
alakanyi	21000
alakanyile	10500
Aleluya	21000
Alexandre	31501
Alexandriya	21000
Alfa	15750
Alifewu	26250
Ama	36751
amanawe	21000
Amasawu	15750
amba	47251
ambade	136504
ambagisa	52501
ambagisedwe	10500
ambagisidwe	10500
ambagiswa	10500
ambagiswago	10500
ambala	110253
ambalago	15750
ambalani	10500
Ambalani	10500
ambale	26250
ambari	1470047
Amen	147004
Aminadhabhi	15750
Amoni	10500
Ana	10500
anani	15750
Ananiya	63002
Anasi	21000
anata	105003
anatago	21000
andra	31501
andre	10500
Andreya	68252
andrisa	15750
andza	15750
anega	10500
Antiyokiya	115503
anuye	26250
Apolo	52501
apwa	10500
apwago	15750
Arabhiya	15750
Areyopagu	10500
ari	666771
Arimateya	21000
Aristarko	26250
Arkipo	10500
aromo	220507
Aroni	42001
Artemisa	26250
Asa	10500
Asiya	105003
Asosi	10500
ata	236257
atago	89252
ate	10500
Atena	31501
atigo	15750
ava	976531
avba	504016
avbo	3412610
avbovbo	173255
avo	1769307
avovo	15750
Avovo	26250
aya	603769
ayo	94503
ayoyo	10500
Azore	10500
ba	26250
baba	10500
Baba	141754
babe	451514
Babe	1312542
bale	15750
bambe	105003
banga	63002
bangaladza	57751
bangaladzwa	21000
bangi	21000
bangide	15750
bangisa	10500
bani	4809156
basi	1722055
bavbula	21000
bavbulela	15750
bayisa	31501
bayiswa	10500
bede	152254
bedza	47251
bejari	47251
bejarigo	10500
beju	21000
bela	1060534
belago	178505
belani	21000
bele	31501
beledwa	15750
beli	57751
bewudzi	15750
