Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 333317

a	24001
A	84004
aba	3000
ababa	9000
ababi	153007
ababia	18000
ababiala	6000
ababiale	6000
Abaisa	9000
Abel	33001
abi	1251061
abia	597029
abiagu	108005
abiala	144007
abialao	3000
abiale	57002
abiamu	57002
abiamue	3000
abiao	3000
Abiata	3000
abiau	6000
Abidon	3000
Abilini	3000
abiri	21001
abiribirila	3000
abirila	9000
abiti	57002
abitia	108005
abitiagu	33001
abitiaguo	6000
abitiala	9000
abitiamu	9000
Abiuda	6000
Abraham	435021
Abrahamo	3000
Adai	6000
Adam	72003
Admin	6000
Adramitiam	3000
Adronaikas	3000
Ae	24001
aen	21001
aes	3000
Agabas	12000
agagi	3000
aget	3000
agi	69003
agia	3000
ago	3000
Agripa	45002
Agripale	12000
Ahas	6000
Aikoniam	18000
Aisaia	96004
Aisaiale	3000
Aisak	27001
Akaia	33001
Akaikas	3000
Akeldama	3000
Akim	6000
Akipas	6000
alalavi	42002
alalavio	3000
Alalaviti	3000
alali	99004
alalia	30001
alalio	3000
alaliti	3000
alalogo	3000
Alalogo	6000
alalogoti	3000
alame	3000
alapaua	3000
alatie	3000
alatototo	3000
alaura	216010
alaurao	3000
alaurati	114005
alauratio	6000
ale	29221431
aleie	711034
aleiele	84004
aleio	9000
Aleksanda	15000
Aleksandale	3000
Aleksandria	12000
alele	2484121
ali	546026
alia	186009
aliale	3000
alipeila	3000
alisa	6000
alisati	3000
aliti	9000
alitia	3000
Alpias	15000
ama	27001
Amagedon	3000
amen	3000
Amen	30001
ametis	3000
ami	18000
amila	264012
amilua	84004
Aminadab	12000
amite	2148105
amiteu	663032
amiteue	9000
Amon	6000
Amos	6000
Ampipolis	3000
Amplietas	3000
amula	312015
amulua	90004
amuto	11340555
amutou	4227207
amutoue	39001
amutouo	18000
Amutouto	3000
Ana	3000
Anai	6000
Ananaias	51002
Anas	21001
Andrew	45002
angelo	747036
angelole	51002
Antiok	99004
Antipas	3000
Antipatris	3000
Apia	3000
Apias	3000
Apolion	3000
Apolos	51002
Aprika	6000
Arab	6000
Areopagas	3000
Aretas	3000
Arimatea	12000
Aristakas	18000
Aristobulas	3000
Arkelas	3000
Aron	24001
Arpaksat	6000
Asa	6000
Asdot	3000
Aser	6000
Asinkritas	3000
Asiria	3000
asoa	3000
Asor	6000
Asos	3000
Atelia	6000
