Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 200820

a	39836
A	39836
Aarón	24897
abdyin	258938
abeban	9959
abecedario	19918
abeduba	9959
abedupa	9959
Abedupa	9959
Abel	34857
Abele	14938
Abële	19918
abelojë	9959
abetza	14938
abetza'len	9959
abeya	9959
abeyacan	9959
Abeyacan	9959
abeyaco	9959
abeyudyi	44816
abeyula	19918
abezi	9959
Abia	9959
Abías	14938
abida	14938
abide	9959
abihuena	19918
Abiud	9959
ablë'ëndo'në	9959
Abraham	751917
abzioñe'e	14938
abzioñe'enë	9959
Acaya	64734
Acaz	9959
acazi	19918
aceite	184244
acta	19918
acuerdo	164326
Adán	84652
Adi	9959
adyi'ro	9959
Agabo	14938
Agar	14938
Agripa	74693
agucha	9959
agucha'në	9959
agudya	39836
agula'adyi'le	19918
agulele	9959
aguti	119510
agutia	9959
agutinë	24897
Aja	34857
alabanza	29877
alabastro	14938
Alejandría	19918
Alejandro	39836
Alfeo	24897
alma	14938
Amén	224081
amigo	248979
Aminadab	19918
Amón	9959
Amós	9959
Ana	9959
anaca	54775
Anacan	29877
Ananías	94612
anaquë	9959
Anás	19918
Andrés	79673
anezda	14938
Anezi	14938
ángel	1279753
anillo	9959
antes	14938
Antioquía	124489
aobidyi	14938
aoca	59755
aodaoba'n	9959
aodaohua	9959
aode	89632
aodibi	9959
aodixogui'a	9959
aodiz̃uguë	14938
aodyiagui	29877
aodze	9959
aona	9959
aonia	14938
aoniti	29877
Aonitibi	9959
aoquixinë	9959
aose'ela	54775
aose'elë	9959
aotza	9959
aoyoñe'ele	9959
aoyu'u	14938
aoz̃i	9959
Aoz̃i'në	9959
aoz̃i'yaquë	9959
aoz̃i'z̃ia	14938
Aoz̃i'z̃ia	14938
aoz̃udyindo	9959
apartela	19918
Apca'n	9959
Apolos	59755
apóstol	438203
apóstoles	14938
apsanla'adyi	69714
apsanla'adyi'le	14938
apsanro	9959
apsëdia	14938
aptondojë	14938
Aquilo	49795
Aquim	9959
Arabia	24897
araca	19918
Aram	19918
are'në	9959
Areópago	14938
Arfaxad	9959
Arimatea	19918
Aristarco	24897
arnabë	14938
arnabë'në	14938
arnëyaquë	9959
arpa	19918
Arquipo	9959
aruen	19918
Asa	9959
Aser	9959
Asia	99591
Asón	9959
asunto	59755
Atenas	29877
Ay	19918
azio	134448
azioguë	9959
azioyaquë	9959
