Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 135881

Abeli	29437
Abiya	22078
Abiyudi	14718
Aburahamu	780094
Adamu	125109
afisa	44156
aga	2524267
Agabu	14718
agawu	14718
Agiripa	88312
agu	301734
Ahazi	14718
Aineya	29437
ajili	66234
Akaya	73593
Akimu	14718
aku	1714735
Akula	58875
alabasta	14718
Alekizanda	44156
Alekizandiriya	29437
Aleopagu	22078
ali	1103907
Alifayu	36796
Alisitariku	36796
alu	507797
ama	3561940
Aminadabu	22078
Amoni	14718
amu	272297
amuli	29437
amuwa	14718
amuwiti	29437
Ana	14718
Ananiya	103031
Anasi	36796
Andereya	95671
Antiokiya	176625
Apolu	80953
Arabiya	22078
Arikipu	14718
Arimatayu	29437
Aritemi	36796
Aruni	36796
asa	51515
asala	14718
Aseni	44156
ashashi	14718
Ashashi	14718
Asheri	14718
ashi	2450673
ashina	154546
Asiya	139828
Asu	14718
ata	1950235
atali	14718
avi	1817767
awa	1420360
awili	80953
awu	500437
ayi	2288767
ayu	3017346
azabu	154546
azi	191343
Azori	14718
babanika	14718
Babiloni	80953
bada	287015
badala	22078
bahali	110390
bahari	29437
Balamu	22078
baluti	51515
bamu	22078
bandali	36796
Baraba	88312
Barinaba	264937
Barisaba	14718
Baritulumayu	22078
Batolumayu	22078
bebi	66234
Belizebuli	44156
Benjamini	29437
Bereya	14718
Beriniki	22078
Beroya	14718
Betaniya	95671
Betifagi	22078
Betirehemu	66234
Betisayida	51515
beyi	117750
bidii	14718
bila	14718
Bilastu	14718
binti	14718
binzari	14718
Bituniya	14718
biyashala	14718
Boazi	22078
boma	14718
dada	44156
Dameski	132468
Dawudi	507797
Dema	22078
Demetiriu	29437
Deribi	36796
dii	14718
dini	36796
divayi	345890
Dorikasi	14718
dunu	36796
Efesu	154546
Elima	14718
Eliwudi	14718
Eliya	213422
Eliyakimu	29437
Elizabeti	95671
Eloyi	29437
elufu	294375
elufuna	58875
embi	14718
Epafiraditu	14718
Epafura	22078
Erastu	22078
Eri	14718
Esawu	22078
eti	66234
Eutuku	14718
Eva	14718
Ewufrati	14718
falasi	206062
falumi	22078
Farawu	44156
Felisi	80953
Festu	117750
Filadefiya	14718
Filimoni	14718
Filipi	154546
Filipu	161906
Firigiya	22078
Foiniki	36796
fuju	36796
funguwu	36796
ga	5548972
gaa	1611704
Gaburieli	14718
gachechema	14718
