Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 218317

Aa	91609
Aba	1264216
Abae	13741
Abia	18321
Abihud	9160
Abraham	403083
Abrahamuka	109931
Abrahamuno	36643
Abrahamuoka	13741
Abrahamuoli	9160
Abrahamuou	9160
Adam	68707
adati	141995
ade	737459
Adi	9160
Admin	9160
adonika	513015
adonikau	32063
adonikawa	9160
Agabus	9160
agama	439727
agamaka	540498
agaroka	13741
Agripa	45804
Agripaka	13741
ahadi	18321
Ahadi	27482
Ahas	9160
ahu	1694783
ahuoka	50385
ahuosi	36643
ai	4090382
aiki	9160
aili	18321
akali	50385
akeme	59546
akere	490113
akeroka	50385
akeruku	32063
Akhaya	22902
Akhayaka	27482
Akhim	9160
ako	265668
akoka	73287
akoku	9160
akunu	9160
Akwila	32063
Akwilaka	9160
alami	9160
Aleksander	27482
Aleksandriano	13741
alele	9160
Alele	59546
Alfeus	22902
ali	18321
alino	9160
alo	59546
alu	27482
alusoka	9160
alusu	9160
amalaha	54965
ami	558820
amia	343537
Amin	109931
Aminadab	18321
amoika	18321
amokie	141995
amokika	13741
Amokika	18321
amokino	13741
amoko	971065
amokoka	91609
amokou	9160
Amon	9160
amooka	22902
Amos	9160
amouku	9160
Ananias	64126
Ananiasika	13741
Andreas	59546
anggur	407664
angguroli	9160
ani	1484080
ania	1355826
Antiokhia	18321
Antiokhiade	9160
Antiokhiaka	68707
Antiokhiaku	22902
Antipas	9160
ao	9160
Apolos	59546
ara	96190
Arab	13741
arene	96190
Areopagus	9160
arese	123673
ari	13741
Arimatea	9160
Arimateano	9160
Aristarkhus	27482
Arkhipusika	9160
Arni	9160
Arpakhsad	9160
Artemis	22902
aru	18321
arukoka	22902
asa	6014190
asali	316054
asawa	9160
Asia	68707
Asiaka	9160
Asiano	13741
asokino	18321
asoko	18321
asokokau	9160
Asos	9160
Asyer	9160
Atena	9160
Atenaka	18321
ato	5198862
atorangi	247346
aturu	32063
aunu	338956
awi	11066476
Azur	9160
ba	105351
babawata	9160
Babel	64126
Babelika	18321
baca	22902
badakonino	13741
badingaka	18321
bahaya	64126
bahayaka	13741
baiduri	18321
baili	91609
baingi	13741
bairi	141995
bairika	13741
bairino	13741
bairoka	87029
baja	32063
baju	412244
balasitengi	105351
balifuta	9160
balisa	45804
balu	467210
balusika	201541
balusu	902357
bangini	50385
bangsa	18321
bangsano	9160
