Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 257618

a	1230504
á	1265439
à	5007414
ǎ	85397
àa	197967
Àa	419225
Àá	19408
aava	31053
aavà	38817
aaváà	19408
aavàì	42698
Àbijà	7763
Àbiyù	7763
Adàì	7763
Adàŋ	58225
Àfiyà	11645
ài	11645
àì	415343
Àìmenìyɔ̀	7763
Àìnèyà	11645
Ainì	7763
Aisè	100924
Àìseyà	93161
Àkebɔ̀	7763
Àkesiya	7763
Àkeya	23290
Àkeyà	7763
àkɛ́	7763
Àkɛ́	34935
Akìn	7763
Àkipɔ̀	7763
Àkulepà	50462
Àkweilà	31053
Alaŋ	7763
Àlebiya	11645
Àlèmàtiya	15526
Àlèsandà	27172
Àlèsandiya	11645
Àlètaikɔ̀	23290
Àmɛ̀neda	7763
Àmɛ̀nedà	7763
Amì	7763
Amɔ̀	7763
Anà	34935
Anànaiyà	54344
Andùlù	58225
Antiyɔ	77634
Antìyɔ̀	15526
ào	11645
àó	100924
Àpɔlɔ̀	54344
Asà	11645
Asɔ	7763
Atemè	19408
Atɛn	19408
ba	11645
bà	42698
bàà	19408
Bàà	23290
Babelɔŋ	42698
Babelɔ̀ŋ	15526
bàde	593902
bàdè	194085
bàdéè	7763
bàdèì	7763
bàdeo	7763
bàdéò	287247
bàdèò	23290
bàdéɔ̀	65989
badí	11645
bàiŋ	7763
bàìŋ	190204
bàká	11645
bàkáì	7763
bala	124214
bàla	15526
bàlà	283365
baláà	19408
bàláà	46580
Bàlabɔ̀	46580
bàlàbɔ̀ɔ́ŋ	19408
bàlàdí	11645
bàlàì	23290
bàlànù	11645
bàlàó	31053
Bàlàsitɔ̀	7763
Bànabà	163032
Bàsabɔ̀	7763
Bàtèmeeyɔ̀	7763
Bàtòlomìyò	15526
bawo	345472
bawò	7763
bawodí	120333
bawòì	81516
bèe	23290
bèè	555085
bèéè	38817
bèéì	7763
beeli	7763
beelíì	31053
bèì	15526
bèíì	11645
bèjàì	19408
Bèji	7763
bèjì	85397
Belàŋ	11645
bendéè	104806
bèwu	34935
bɛ	128096
bɛ̀	2682265
bɛ̀ai	34935
bɛ̀áì	11645
bɛ̀àì	178558
bɛ̀àìdí	19408
bɛ̀àìnù	11645
bɛdí	787988
bɛ́ɛ́lɛ́	2018492
Bɛfejii	7763
bɛ̀ì	104806
bɛlɛ	605547
