Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 172701

a	469018
ã	17371
a'ã	121597
a'ãa	52113
a'ãarã	17371
a'ãxe	11580
aa	463228
aarõ	17371
aaxa	40532
aaxe	11580
aaxea	23161
Abel	23161
Abias	17371
Abiúde	11580
Abraão	492180
Acaia	57903
Acaz	11580
Adão	69484
Adi	11580
Admim	11580
ae	7434815
ae'i	127387
ae'ia	69484
aeja	34742
aendu	434276
aenoĩ	63693
aexa	509551
aexaxe	28951
Ágabo	11580
Agar	11580
Agripa	63693
aguã	17214723
aguapy	11580
aguara	11580
aguara'i	11580
Aguara'i	11580
aguata	23161
ague	191081
Ãgue	17371
ai	11580
aĩ	237404
aĩa	75274
aiko	1233345
aikoa	243194
aikoague	34742
aikove	40532
aikovea	11580
aikovy	202662
aikovya	69484
aikoxe	28951
aikoxea	17371
aikuaa	781697
aikuaapa	28951
aikuaaxe	11580
aikuavãmbaxe	11580
ainupã	17371
ainy	23161
ainya	11580
aipe'a	46322
aipe'ã	11580
aipo	57903
aipo'ea	98436
aipo'ere	28951
aipo're	75274
aipoa'e	1134909
aipoa'eague	28951
aipoe'i	6160937
aipoe'ia	28951
aipoe'iague	179500
aipoe'ive	301098
aipopeje	220033
aiporavo	34742
aiporo'e	17371
aiporo'eague	17371
aiporu	52113
aipota	225823
aipotaa	23161
aipotave	23161
aity	11580
ajae'o	11580
ajaka	57903
ajapo	636938
ajapoa	46322
ajapopa	57903
ajapoxe	34742
ajaya	11580
aje'i	17371
aje'ive	23161
aje'ive'i	34742
ajejavy	46322
ajejavypa	11580
ajejavyve	11580
ajejou	17371
ajejuka	11580
ajekuaa	11580
ajepe'a	11580
ajepe'aague	11580
ajererovy'aa	17371
ajerovia	133178
ajeroviaa	46322
ajerure	301098
ajerurea	11580
ajevy	52113
ajexavai	11580
ajexavaia	17371
ajogua	11580
ajoi	11580
ajojuka	11580
ajopy	75274
ajora	11580
ajou	57903
ajouve	11580
aju	370582
aju'y	17371
ajua	11580
ajuague	17371
ajuka	23161
Ajuka	23161
ajukue	260565
akã	138968
akãgue	34742
akaru	28951
akaruxe	17371
ake	11580
aku	11580
akuera	11580
akyje	57903
akyjea	17371
Aleluia	23161
Alexandre	28951
Alexandria	23161
Alfeu	28951
altar	156339
ama'ẽ	115807
amandau	23161
amano	69484
amba	11580
amba'eapo	81064
amba'eapoa	46322
