Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 239040

a	292838
A.D	29283
Aa	4183
Aaron	20917
Abaddon	4183
Abaiata	4183
Abba	4183
Abel	25100
abeta	16733
Abijah	12550
Abilene	4183
abiring	29283
Abiud	8366
abowa	8366
Abraham	443440
abugura	16733
Achaia	46017
Achaicus	4183
Acts	50200
ACTS	4183
Adam	62751
Addi	8366
ade	8366
adera	8366
Admin	8366
adogotak	8366
adogowa	4183
Adramyttium	4183
Adriatic	4183
aeman	16733
Aeneas	16733
Aenon	4183
aga	2669009
Agabus	8366
agarak	372322
agari	4183
agarkal	16733
agarkalko	54384
agarkam	12550
agarkaman	25100
agarkamon	4183
agarkamonko	8366
agarkasam	4183
agarkasan	8366
agarkem	4183
agarki	8366
agarkikasan	4183
agarkikaso	4183
agarkiko	12550
agarkiwaman	4183
agarkiwasan	4183
agarkiwoso	4183
agarkoso	4183
agarkukko	4183
agata	313755
agate	75301
agi	3714859
agila	355589
agiring	167336
agiting	146419
agiwim	16733
ago	5961345
agoras	8366
agorasari	8366
agotala	677710
agowom	158969
Agrippa	62751
aguman	20917
agumonko	4183
agusam	16733
agusan	20917
aguso	20917
aguwa	20917
aguwam	29283
aguwaya	581492
aguwem	4183
Ahaz	8366
ai	108768
aikasan	92034
aikaso	25100
aiman	29283
aimi	267737
aimon	4183
ain	29283
ainak	4183
aing	100401
aip	204986
aira	54384
airam	117135
airem	4183
airuk	8366
airukko	4183
aisa	41834
aisal	12550
aisalko	25100
aisam	230087
aisan	8366
aisem	100401
aisiman	58567
aisimon	8366
aisimonko	4183
aisisan	20917
aisiso	50200
aiso	4183
aisu	58567
aisualko	4183
aisuk	8366
aisukasam	4183
aisukasan	33467
aisukaso	12550
aisuko	62751
aisuokko	54384
aisuwasan	4183
aisuwoso	4183
ait	37650
Ait	267737
aitak	1962014
aitakta	217536
akaso	71117
Akeldama	4183
Akim	8366
aking	1731927
akingtala	435073
akokosa	16733
ala	142235
alabaster	12550
alaga	4183
ale	24903781
alel	20917
Aleluya	16733
Alexander	20917
Alexandria	16733
ali	3154283
alis	50200
alisiram	4183
aliti	71117
alo	5400769
aloes	4183
Alpha	12550
Alphaeus	20917
altar	129685
am	3179384
amake	4183
amakete	8366
aman	20917
amaru	29283
amaruya	37650
Amen	8366
amethyst	4183
amilmil	1727744
amilmila	12550
amilmilakasan	66934
