Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 198863

a	176000
abe	920231
Abeko	10057
Abia	15085
Abraham	643659
abul᷊i	20114
abul᷊in	15085
abul᷊ing	40228
Adam	75428
Adat'i	80457
adate	30171
adatẹ̌	95543
adateng	45257
adile	10057
adilẹ̌	90514
Agabus	10057
agama	568230
agaman	45257
agamane	10057
agamang	196114
agamanu	10057
aghide	10057
aghidẹ̌	40228
aghidu	15085
agise	15085
Agripa	65371
Ah	15085
ahạ	20114
ahakeng	10057
Ahus'E	155886
ahus'i	15085
Ahus'i	80457
ahus'u	10057
Ahus'u	623544
Ahus'U	10057
ahuse	15085
Ahuse	60343
ahusẹ̌	45257
Ahusẹ̌	201143
Ahusẹ̌ben	10057
ahusẹ̌ku	10057
Ahusẹ̌ku	10057
Ahusu	281600
aị	45257
akal᷊ẹ̌	10057
akal᷊u	10057
Akaya	60343
akẹ	497830
Akutẹu	10057
Akwila	40228
alang	10057
alasange	10057
Aleksander	30171
Aleksandria	15085
Alfeus	25142
al᷊ạ	10057
Al᷊ạ	15085
al᷊akeng	30171
al᷊ạko	20114
Al᷊ạko	25142
al᷊amat'u	60343
al᷊amate	15085
al᷊amatẹ̌	296686
al᷊amateng	10057
al᷊amatu	10057
al᷊ingkai	140800
al᷊ungu	135771
al᷊usẹ̌	20114
amang	231315
Amang	1589033
Amang'E	45257
Amang'U	20114
amange	226286
amangku	50285
amangu	145829
Aminadab	10057
Aming	135771
ampung	75428
ampungang	50285
ampunge	35200
ampungu	10057
anạ	3580354
anạ'E	50285
anạben	15085
anạe	160914
anạku	176000
Ananias	80457
anạu	45257
andene	55314
Andreas	70400
angerẹ	80457
anggang	25142
anggange	10057
anggor'u	10057
anggorẹ̌	442515
anggorẹ̌ku	10057
anggoru	40228
anging	181029
anginge	40228
angkeěng	35200
angkuěng	809602
angkuěng'E	80457
Angkuěng'E	15085
angkuěnge	75428
angkuěngkewen	10057
Angkuěngkewen	10057
angkuěngu	326858
Antiokia	145829
anu	201143
anụ	10057
anuku	90514
anum	160914
anun	754288
anun'E	85485
anun'U	20114
anune	60343
anung	558173
anunu	25142
apa	2841151
apạ	211200
apạdal᷊eng	10057
apạděnta	20114
apạe	176000
apạen	10057
apạewe	30171
apạewen	306743
apạeweng	231315
apạhunsuẹ̌	10057
apạkaěng	10057
apạkaiang	10057
Apakaiangko	10057
