Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 233931

Abia	12824
Abihud	8549
Abraham	602741
ada	106869
Adam	94044
adang	2718750
adek	25648
adet	713885
Adi	8549
Admin	8549
Aeneas	8549
agaa	38472
Agabus	8549
Agripa	68396
agun	286409
Agustus	8549
ahang	76945
Ahas	8549
ahéng	8549
ajau	47022
akam	34198
aken	29923
akeu	4090949
Akeu	4787736
Akhaya	34198
Akhim	8549
Akwila	29923
alaa	3872936
Aleksander	25648
Aleksandria	17099
allah	17099
Allah	11443545
Alpeus	21373
alut	282134
amai	8549
amam	25648
Amam	85495
améé	2030513
Amin	119693
Aminadab	17099
amo	209463
Amon	8549
Amos	8549
anah	1017394
anak	4086675
Ananias	68396
Anderias	59846
ané	106869
angai	76945
Antiokia	106869
anyam	17099
anyuu	81220
apai	8549
apan	17099
Apasat	8549
apat	12824
apé	21373
apén	8549
apo	25648
Apolos	55571
ara	85495
Arab	12824
Areopagus	12824
Arimatia	17099
Aristarkhus	21373
Arkhipus	8549
Arni	8549
arong	1030218
Artemis	25648
Asa	8549
aseu	34198
Asia	89770
Asos	12824
Asur	8549
atek	25648
Atena	25648
ateng	21373
Ateng	47022
ato	128242
atong	8549
avéé	3026533
aveu	12824
avun	128242
awa	8549
Awa	8549
awaa	25648
awah	4915979
ayah	55571
ayam	76945
ayat	21373
ayau	196639
ayoo	8549
ba'an	17099
ba'oo	81220
baa	1603036
Babel	106869
baha	8549
bahang	12824
bahat	141067
bahuu	38472
baja	8549
bakéh	1902270
bala	64121
balah	12824
balang	8549
balei	765182
baleng	12824
baleu	188089
balun	25648
bang	7720225
banget	418926
banya	8549
bara	7660378
Barabas	55571
barang	320607
barei	4069576
barék	568543
Barnabas	179540
Barsabas	8549
Bartolomeus	17099
batang	21373
bateu	628390
batis	98319
Batis	158166
batok	89770
batuu	17099
bau	816480
bavah	21373
bawang	25648
bayan	34198
bé	15709760
béé	2000589
Beelsebul	25648
bék	21373
bekat	21373
bekuleu	29923
belah	1269605
beleka	59846
belengang	8549
belih	34198
belu'an	51297
belunan	12824
beluvung	12824
bena	12824
benara	1457694
benateu	17099
benatis	85495
bengesa	29923
Benyamin	17099
Berea	25648
beri'ek	17099
Bernike	12824
beru'en	17099
berungan	76945
berusu	29923
besai	8549
besara	132517
besau	269310
beso	81220
bet	825029
betah	123968
betan	8549
Betania	55571
