Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 261937

a	12697709
á	26723
ã	435219
A.D	49630
Aaron	15270
Abaddon	3817
ábarago	351229
Abel	26723
Abelin	3817
Abiathar	3817
Abijah	15270
Abiud	7635
Abraham	584109
abua	106895
abuamane	221427
abuamanedae	3817
abuamanede	3817
abuamanekena	34359
abuamaneri	3817
Achaicus	3817
Achim	7635
Adam	95442
Addi	7635
ade	87807
aderi	3817
Admin	7635
Adramitiam	3817
ae	2317351
aede	3817
aena	11453
Aeneas	15270
aera	145073
aeri	377953
aesa	3817
aetena	26723
aeteni	64901
aetera	156526
aeteri	290146
aetesa	7635
aetesi	61083
aeteva	38177
aetevu	229062
aeti	225245
aetira	206156
aeva	7635
afa	64901
Afa	1080412
afadae	3817
Afadae	7635
Afaé	3817
afaghae	3817
Afaghae	34359
afakena	3817
Afakena	236698
Afako	11453
afamane	7635
afamanei	3817
Afari	7635
afarira	3817
afe	11453
afeoro	3817
afeteno	3817
afifigusira	3817
afigae	38177
afigaeri	3817
afigaeti	3817
afigaetira	3817
afigaono	22906
afigaoro	11453
afigarena	15270
afigarera	7635
afigaresa	15270
afigari	103078
afigarikena	3817
afigarira	41994
afigaso	3817
afige	38177
afigedo	99260
afigeraira	3817
afigerira	7635
afigetero	7635
afigetevu	3817
afigetiri	194703
afigiri	7635
afigusena	7635
afiguseni	7635
afigusera	7635
afiguseri	3817
afigusira	194703
afufari	3817
afufe	3817
afufedo	7635
afufetero	7635
afufetiri	7635
afufuse	3817
afuregari	3817
afuregetiri	3817
afurugusira	15270
Agá	30541
Agabus	15270
agada	30541
Agari	7635
agate	3817
agha	80171
aghada	11453
Aghati	15270
aghi	1122407
agho	458125
Agho	1214032
agido	3817
Agido	3817
ágido	57265
Ágido	68718
agira	19088
Agrippa	61083
Ahaz	7635
ai	1385829
aikena	1053688
aikenari	3817
Aikoniam	26723
aimi	3630644
ainda	10399447
aindae	4462905
aindai	3817
aindari	22906
ainde	385588
ainembo	57265
ainghae	442854
aira	305416
aisi	19088
aito	190885
Aiya	15270
aiyako	3817
aiyakoe	427583
aiyan	3817
ajagha	164161
ajamena	30541
aji	244333
Akeia	34359
Akeldama	3817
aki	11453
Alexander	26723
Alexandria	15270
aloes	3817
Alphaeus	22906
altar	95442
am	3817
ambae	229062
ambaeri	30541
ambaetena	3817
ambaeteni	3817
