Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 176863

Âbraum	763302
Âdaum	79157
Âdi	11308
Aéloke	11308
aélokea	11308
aélokene	11308
aélokenemaka	11308
Aélokenoe	33924
Áfeu	28270
Ága	11308
Âgabu	16962
âgea	16962
Agirípa	67849
aha	45232
âha	537138
ahá'axomaka	16962
ahá'inoa	192239
ahá'inoake	11308
ahá'inonu	73503
ahá'inopi	163968
ahá'inopinoe	33924
ahá'inovi	84811
ahá'inovike	16962
aháne	11308
ahápinovo	11308
áhati	62195
áhatimaka	39578
ahe'o	22616
ahe'ó	22616
ahe'ókopati	28270
ahí'okeova	28270
ahí'okeovaxo	33924
ahí'okeovonu	11308
ahi'ókova	22616
ahi'ókovahiko	11308
ahí'okovane	22616
ahi'ókovati	16962
ahi'ókovaxo	11308
ahi'ókovo	62195
ahí'okovo	16962
ahi'ókovomaka	11308
ahí'okovone	39578
ahi'ókovoti	22616
ahi'ókovoxo	11308
ahika	16962
ahikâ	28270
ahíka	22616
ahîka	11308
ahikápu	16962
ahíkapu	67849
áhikea	50886
áhikeovo	62195
áhikexea	16962
ahíkexo	16962
áhikinevo	11308
ahíko	16962
áhikoane	16962
áhikovohiko	11308
áhikovonehiko	11308
ahíkovoti	16962
ahikú	45232
ahíkuxeokonone	16962
ahíkuxeova	16962
áhikuxeova	11308
ahíkuxeovo	11308
ahíkuxopeova	16962
ahíkuxopeovo	11308
ahínoe	316629
ahínoehiko	56540
ahinoêti	260088
ahinoêtihiko	62195
áhiu	11308
ahiúti	28270
ahúkoti	90465
ahúkotimaka	11308
ahúxukinovo	11308
aina	33924
ainámapo	16962
aínapo	16962
Aínapo	45232
aínati	56540
aínavokoxeovo	16962
aínayea	11308
aínopovone	11308
ainovó	175276
aínovo	559755
aínovohiko	11308
Aínovohiko	22616
aínovomaka	16962
Aínovomaka	39578
aínovomo	22616
aínovone	79157
aínovonehiko	11308
Aínovonehiko	11308
Aínovonoe	11308
Aínovonoemaka	11308
ainóvoti	407094
ainóvotimaka	11308
Ainóvotimaka	16962
ainóvotinehiko	22616
áka	45232
âka	56540
aká'ikaneye	28270
akaha'a	16962
akahá'a	135698
akáha'a	107427
akáha'ainoa	11308
akahá'api	11308
akahá'apinoe	11308
akaná'u	113081
akána'u	101773
akaná'uxo	11308
akapána	11308
ákau	84811
akaúti	163968
akavánevo	11308
