Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 549693

a	36487639
á	11890273
à	26120034
ã	9095
ã́	20011
ã̀	41841
Á'a	21830
aa	16138098
aà	14731859
àa	18191
ãa	21830
Aaba	5457
Aabona	3638
aaↄ	973270
aàↄ	171004
àaↄ̃	580323
ãaↄ	20011
àaↄ̃'aaↄ̃	23649
àaↄ̃'aaↄ̃ɛ	3638
àaↄ̃a	3638
àaↄ̃ↄ	65491
àaↄ̃de	223761
àaↄ̃deↄ	5457
àaↄ̃dei	3638
àaↄ̃den	10915
àaↄ̃deo	7276
àaↄ̃depi	3638
àaↄ̃dezĩ	10915
àaↄ̃ɛ	70948
ãaↄla	7276
àaↄ̃n	7276
àaↄ̃o	96417
àaↄ̃ode	18191
àaↄ̃oɛ	29107
àaↄ̃pi	5457
àaↄ̃piↄ	41841
àaↄ̃piↄá	3638
àaↄ̃piↄla	3638
àaↄ̃sai	3638
àaↄ̃saide	5457
àaↄ̃saio	3638
Aada	3638
ãae	5457
aafia	482087
aafia'ekĩi	16372
aafiaa	12734
aafiade	16372
aafiaɛ	41841
aafiai	7276
aafiao	87321
aafiaoɛ	3638
aafiaoi	3638
Aagobu	7276
aai	1679119
aaì	1444442
àai	5457
aaiↄ	243772
aaìↄ	363839
Aaka	3638
Aaki	9095
aalɛ	1660927
aali	538482
aàli	260145
aaliↄ	103694
aàliↄ	5457
Aàliↄ	5457
Aalona	389308
Aalonaɛ	74587
Aalonao	140078
Aalonaowa	10915
Aalonaozi	7276
Aalonapi	3638
Aalonawa	3638
Aalonazi	3638
aamɛ	49118
Aamɛ	61852
aan	3638
Aanↄ	41841
àannↄ	9095
àannↄo	3638
àao	5457
ãao	9095
Aapadaɛ	3638
Aapasa	14553
aàpi	323817
Aàpiá	5457
aàpiɛ	5457
aàpin	9095
Aasa	3638
ã̀asĩna	14553
aasu	214665
Aasuelu	34564
Aasueluɛ	3638
aasuli	16372
Aasuli	29107
Aatasasa	21830
Aatasasaɛ	3638
Aatɛmi	9095
aaukɛ	29107
aaukɛa	20011
Aavadi	5457
Aavai	3638
aawo	16372
Aawo	125524
Aaza	58214
Aazao	9095
Aazapi	7276
Aazia	61852
aàzĩa	29107
Aaziao	5457
Aaziapi	9095
abaawɛu	5457
Abadↄ̃	3638
Abadi	5457
Abaku	3638
Abaliũ	9095
Abeda	3638
Abedↄ̃	10915
