Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 277417

ˉ	47026678
a	91050656
Abel	18023
Abías	10814
Abiud	7209
Acaya	39651
Acaz	7209
Adi	7209
Agabo	7209
Agar	10814
Agripa	46860
ai	86512
alabastro	10814
Alejandría	14418
Alejandro	10814
Alfeo	18023
Aminadab	14418
Amós	7209
Ananías	39651
Anás	14418
ángel	710122
Antioquía	72093
Apolos	50465
Aquila	21628
Aquim	7209
Arabia	10814
Aram	14418
Areópago	10814
Arfaxad	7209
Arimatea	14418
Aristarco	18023
arpa	18023
Arquipo	7209
Asa	7209
Aser	7209
Asia	75698
Asón	7209
Atenas	21628
au	46860
Augusto	14418
Azor	7209
ba	7209
Babilonia	43256
Balaam	10814
banco	7209
Barrabás	43256
Barsabás	7209
Bartolomé	14418
be	14418
Be	162210
Beelzebú	14418
bein	176629
Belén	32442
Benjamín	14418
Berea	10814
Betania	43256
Betfagé	10814
Betsaida	25232
Bie	7209
Bitinia	7209
Booz	14418
brang	338840
ca	785820
cag	151396
cagh	288374
cah	493841
Caifás	32442
Caín	10814
Cainán	14418
camello	7209
can	1560827
Caná	14418
Canaán	7209
cananista	7209
cang	176629
cangh	227094
canh	3601077
Capadocia	7209
Capernaum	57674
cas	7209
cau	767797
cauh	111745
caun	522678
caunh	32442
ce	18023
cebada	7209
Cencrea	7209
censo	7209
César	61279
Cesarea	61279
chia	223490
chian	122559
chianh	245118
chie	13524765
chieh	638028
chion	778611
chionh	281165
Chipre	28837
Cilicia	28837
Cirene	25232
Claudio	10814
Cleofas	7209
cm	522678
cmh	151396
co	5172718
coh	1189544
con	22446353
conh	4902367
Cor	39651
Corazín	7209
Corinto	32442
cornalina	7209
corona	43256
Cosam	7209
crau	295583
Creta	25232
Crispo	7209
Cristo	1398616
cu	2191646
cua	1787922
cúa	5601675
cuah	2065482
cúah	1769898
cuan	378491
cúan	854309
cuanh	129768
cúanh	746169
cuenta	10814
cuh	173024
da	533492
dai	10006596
Damasco	57674
dang	39651
de	57674
Decápolis	10814
Demas	10814
den	43256
denario	32442
Derbe	18023
dia	10814
Diana	18023
don	742564
dor	7209
Dre	43256
e	183838
E	216280
Efeso	75698
egipcio	10814
Egipto	194652
Eleazar	7209
Elí	14418
Eliaquim	14418
Eliezer	7209
Eliud	7209
Elmodam	7209
Eloi	7209
Eneas	7209
Enoc	14418
Enós	7209
