Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 105873

ab	18890
ab'isi	28335
aba	1312893
ababa	94452
ababaganza	37781
ababagirira	28335
ababakunda	18890
ababanje	18890
ababanyi	66116
ababarira	103898
ababatirijwe	18890
ababaye	28335
ababazwa	37781
ababeshi	18890
ababi	37781
Ababibonye	18890
ababo	28335
ababuza	28335
ababwira	151124
ababwiriza	28335
ababwiye	37781
abacamanza	94452
abacira	122788
abacokoranyi	18890
abacu	47226
abacumbagira	47226
abacumuye	28335
abadafise	18890
abadakomeye	28335
abadandaza	28335
abadayimoni	283358
abadugana	18890
Abafarisayo	387256
abafashe	28335
abafise	85007
abagabitanya	37781
abagabo	406146
abagaburire	28335
abaganwa	28335
abaganza	75562
abaganzwa	75562
abagarariji	18890
abagenda	37781
abagendanyi	85007
abagenzi	37781
abagipfiriyemwo	18890
Abagiriki	66116
abagirira	28335
abagiye	37781
abagomba	85007
abagore	188905
abagororotsi	94452
abagowe	18890
abagutumweko	18890
abaha	75562
abahagarara	18890
abahagazeho	37781
Abahahita	18890
abahamagawe	28335
abahambaye	28335
abahawe	37781
abahe	37781
Abaheburayo	18890
abaherezi	538380
abahimbuwe	47226
abahinga	264467
abahinyuwe	18890
abahirwe	18890
abaho	37781
abahona	18890
abahora	18890
abahungu	75562
abaja	66116
abaje	28335
abakene	18890
abakiri	28335
abakiza	18890
abakizwa	18890
abakomeye	18890
Abakomeye	28335
abakomeza	18890
abakora	113343
abakoraniriza	18890
abakoreko	18890
abakoze	56671
abakozi	311694
abakunzi	56671
abakurayo	18890
abakurikira	18890
abakuru	207796
abakuze	18890
abama	18890
abamarayika	415592
abamaze	28335
abambaza	18890
abambuzi	18890
abambwa	18890
abambwe	85007
abamenyesha	28335
abameze	113343
abami	170015
abamuhaririza	18890
abamwumvira	18890
Abamwumvise	18890
abana	916192
abandi	1105097
abane	37781
abanegura	18890
abansi	198350
abantu	2663568
abanyabicumuro	18890
abanyabwenge	198350
abanyacubahiro	28335
Abanyagalilaya	28335
abanyamahanga	472263
Abanyamakedoniya	18890
abanyamibembe	37781
abanyantege	37781
abanyavyaha	160569
abanza	47226
abapfakazi	66116
abapfuye	311694
abaraganwa	18890
abaragwa	47226
Abarambikako	18890
abarekurira	37781
abarezi	37781
abari	481709
abariho	56671
abariko	18890
abarimyi	28335
abarira	462818
abariye	56671
abaroba	18890
