Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 178213

Abba	16833
Abel	44890
abi	11222
Abijah	11222
abis	213227
Abraham	549903
abus	33667
achang	56112
ada	230061
Adam	56112
adan	22445
adat	420844
Adat	1672156
Agabus	11222
agama	72946
agi	4180390
Agripa	67335
ai	830466
aja	1324258
ajar	555515
ajih	319841
Akaia	67335
akal	22445
akaun	22445
akek	16833
aki	392788
aku	10414503
Aku	11177635
Akuila	44890
alah	95391
alai	4662959
Aleksander	33667
Aleksandria	22445
Aliluya	22445
alit	404010
Allah	9640149
Alpius	28056
alta	162726
ama	11222
amat	2143502
amau	50501
ambi	39278
Ambi	67335
ambun	16833
ami	33667
Amin	173949
Aminadap	11222
ampa	11222
ampang	11222
ampit	28056
ampun	61723
amu	33667
amuka	11222
anak	4539511
anakraja	11222
anang	847300
Anang	1015638
Ananias	72946
Anas	22445
andal	22445
Andrew	78557
angat	67335
anggur	202005
angin	28056
angkat	880968
angkatka	11222
angkun	44890
angkunka	145892
angus	28056
Anias	22445
Antiok	123447
Antipas	11222
antu	572348
anyut	16833
apa	39278
apai	656517
Apai	1576764
api	555515
apin	375954
Apollos	61723
ara	117836
Arabia	16833
aram	140281
Aram	145892
arap	1015638
arapka	993193
Areopagus	16833
ari	12058604
Arimatea	22445
Aristarkus	28056
Arkipus	11222
Aron	28056
Artemis	28056
asai	78557
asal	196394
asap	72946
Aser	11222
asi	16833
Asia	106613
asija	22445
asil	39278
Asos	11222
asuh	213227
atas	841689
Atens	39278
ati	5167973
atur	274951
Au	61723
aum	33667
aus	89780
auska	11222
Awa	11222
awakka	718241
Awakka	892190
ayanka	16833
ayas	16833
ayat	16833
ayuk	28056
ba	5616874
babas	72946
babi	129059
Babilon	67335
badas	639683
badu	280563
bagi	129059
bah	50501
bai	72946
Bai	112225
baja	11222
baju	207616
bajung	67335
baka	4898632
bakal	50501
bakul	72946
bala	3310645
Balaam	16833
balai	454512
balas	16833
balat	1240089
balu	185171
bam	16833
bambai	84168
banding	22445
bandung	22445
bangkai	218839
bangku	11222
bank	11222
bansa	1526263
baptisa	56112
Bar	11222
bara	11222
Barabas	67335
barang	802410
barat	44890
barli	16833
Barnabas	190782
Barsabas	11222
Bartolomew	22445
baru	2626071
baruh	566737
basa	398399
basu	11222
Basu	11222
batang	134670
batu	897802
bau	44890
baum	39278
bayar	56112
beba	44890
