Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 305342

a'i	16375
a'inya	36025
a’i	1057830
a’imu	16375
a’ingku	134275
a’inya	22925
Abaraham	26200
Abia	13100
Abihud	6550
Abraham	524002
ada	442127
Adam	78600
Adi	6550
Admin	6550
Agabus	13100
agama	111350
Agripa	49125
Agustus	6550
akal	22925
Akhas	6550
Akhaya	39300
Akhim	6550
aku	15700427
Akuja	6550
Akwila	29475
Aleksander	19650
Aleksandria	13100
alimu	19650
alinya	6550
aliran	445402
allah	6550
Allah	13768168
Allahmu	19650
Allahngku	13100
AllahngKu	29475
Allahnta	6550
Alpa	9825
Alpeus	16375
Amin	111350
Aminadab	13100
Amon	6550
Amos	6550
ana	1968284
anaguru	609153
anagurumu	13100
anaguruMu	22925
anagurungKu	121175
anagurunya	19650
anaguruNya	1054555
anamu	81875
anangku	153925
Ananias	88425
ananya	704128
Andreas	52400
ane	8492117
angga	137550
anggamu	36025
anggangku	32750
angganya	736878
anggur	248901
Antiokhia	114625
anto	9825
anu	4653798
apa	11446181
api	6550
Api	9825
Apolos	49125
apu	366801
ara	252176
Arab	16375
aranya	22925
Areopagus	9825
Arimatea	13100
Aristarkhus	9825
Aristarkus	9825
Arkhipus	6550
Arni	6550
Arpakhsad	6550
Artemis	22925
Asa	6550
Asdod	6550
asele	157200
Asia	65500
Asos	9825
asu	58950
asunya	6550
Asyer	6550
ata	13100
Atalia	6550
Atena	22925
atu	62225
awe	212876
awengku	13100
awengKu	29475
awenya	98250
awu	62225
aya	52400
ayat	13100
Azor	6550
ba’a	72050
Baba	9825
Babel	72050
bae	3094890
baebae	45850
baemo	29475
baganginya	22925
baju	108075
bajumu	13100
bajunya	39300
Balak	6550
balamas	9825
balango	19650
bali	108075
balimu	39300
balingku	9825
balingKu	26200
balinta	19650
balinya	36025
baliNya	55675
balu	137550
balunya	19650
bampokore	9825
bamporomung	42575
bana	6550
banang	42575
bananginya	42575
bang	6550
banginu	9825
bangka	596052
bangkanya	6550
bangku	6550
bansa	140825
banua	2174610
banuabanua	9825
banuamu	52400
banuangku	49125
banuanya	288201
bara	3573042
Barabas	49125
baraewa	16375
Barnabas	163750
barong	29475
Barong	72050
Barsabas	6550
Bartimeus	13100
Bartolomeus	13100
bas	19650
basa	330776
basanya	22925
bata	189950
batabata	19650
batingka	16375
batoro	26200
batu’e	150650
batuang	9825
