Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 314693

a	6355
A	12710
Aa	19066
Abia	9533
Abiud	6355
Adam	41310
Adi	6355
Admin	6355
ae	451233
aean	31777
aelan	85797
Aeneas	9533
aes	15888
Aesak	69909
Aesea	73087
af	12710
afsaed	314592
aftenun	34954
Agabus	6355
agens	552919
agensem	133463
agri	85797
Agripa	44487
Ah	9533
Ahas	6355
Akaea	34954
Aki	6355
Akipas	6355
Akwila	25421
alabasta	9533
ale	69909
Ale	231972
Aleksanda	19066
Aleksandria	12710
Alfeas	15888
algita	63554
alos	6355
Amen	82620
Aminadab	12710
Amon	6355
Amos	6355
Ana	6355
anamol	374968
Ananaeas	31777
Anas	12710
Andru	41310
angka	25421
Ani	6355
aninit	197017
ansa	95331
antap	740404
Antiok	66731
aoa	34954
aot	1032752
Apaksad	6355
Apolos	41310
aposol	374968
ara	22243
Aramatia	15888
aranis	6355
Arebia	9533
arier	6355
Aristakas	15888
Asa	6355
asaskem	50843
Asere	6355
asis	19066
askem	1318745
Aso	6355
Asos	6355
Atemis	25421
Atens	19066
ating	38132
Ating	130285
Babilon	31777
Babilonia	12710
badfren	15888
Baebol	594229
bag	19066
bak	31777
bakegen	3142745
baket	15888
baksaed	66731
Balam	9533
bale	6355
bambae	11595427
bambu	15888
Banabas	101686
bang	6355
bangem	15888
baptaes	273282
baptaesem	117574
Barabas	41310
barik	22243
Basabas	6355
basket	73087
Batolomiu	12710
be	3717909
Be	4995344
bed	82620
bel	88975
bendaon	22243
Benis	9533
Benjamin	12710
Berea	19066
beregraon	47665
berem	120752
besin	50843
beswan	15888
Betani	47665
Betfas	9533
Betlehem	28599
Betsaeda	22243
biaen	1604738
Bielsebul	15888
bifo	1598383
big	12710
bigbigfala	85797
bigbigwan	22243
bigfala	1433142
bighaf	28599
bigman	47665
bigwan	546564
bihaf	15888
bilif	2297477
bin	492543
bisnes	285993
bisnesman	22243
bisop	9533
bitim	76264
Bitinia	9533
blad	330480
blaen	92153
blaenman	76264
blak	19066
blesem	136641
blo	41310
bloem	15888
blokem	584696
blong	62651536
blu	63554
Boas	12710
bodaon	95331
bodi	1140794
boe	130285
boel	6355
bokis	34954
bon	254216
bonem	238327
bos	168418
boskru	15888
bosta	9533
bot	184306
botel	82620
bras	19066
brata	1143972
brebrekem	12710
brebrekemdaon	12710
bred	257393
brekem	330480
