Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 227846

a	109881235
aa	20382187
aaning	3168807
abawng	8777
Abba	13166
Abel	21944
Abija	13166
Abiud	8777
Abraham	443281
abui	438892
Abuino	8777
abuipaw	30722
Abuipaw	2479745
acawngpe	17555
achang	13166
achaw	438892
achawpaw	118501
achiapaw	21944
Adam	57056
Adi	8777
adingpaw	17555
ae	79000
aenah	13166
Aenia	17555
aepaw	13166
aesah	26333
Agripa	65833
Ahas	8777
ahianah	21944
ahlainah	8777
ahling	87778
ahlunah	8777
ahlungpaw	13166
ahlupui	74611
ahmang	307225
ahmangpaw	158001
ahmasaw	8777
Ahmasaw	13166
ahmuisuipaw	8777
Ahning	35111
aho	333558
ahohmai	649561
ahomaw	517893
ahotahmai	390614
ahrangtho	13166
Ahrangtho	13166
ahrangthonah	8777
Ahrangthonah	17555
ahringpaw	864619
ahrui	8777
ahui	17555
ai	35111
aihnaw	13166
aihrang	30722
aisai	17555
aisainah	13166
Akaba	8777
Akhaia	39500
akhaipaw	61445
akhehpaw	8777
Akhim	8777
akhui	17555
Akuila	30722
alai	153612
alaicaipaw	346725
alailang	219446
alaipaw	158001
alaipui	30722
Alaisuipaw	13166
alawngnah	144834
Alekzandar	26333
Alekzandria	17555
Alfa	13166
Alfas	21944
aling	61445
alui	974342
aluicung	184335
alung	408170
aly	30722
alyraang	8777
ama	1988185
Ama	3458476
amai	48278
amaipaw	8777
amakhang	8777
Amen	136056
amia	39500
Aminada	17555
Amon	8777
Amos	8777
anaipaw	43889
Ananias	65833
Anas	17555
anawngnah	21944
Andru	57056
ang	100945
angenah	17555
angepachihnah	52667
angepainah	39500
angki	92167
angkilai	35111
angsah	8777
Aningthlamongpaw	8777
Antiok	114112
apaang	13166
apalynah	105334
aparuh	96556
Apaw	39500
apawnah	8777
aphia	13166
Apolo	48278
apostol	452059
araang	43889
araangpaw	21944
Arabia	13166
arai	21944
arainah	52667
Aramaik	35111
arangchung	13166
arangpaw	8777
Areopaka	8777
aria	17555
Arimathea	17555
Aristarka	21944
Arkhipa	8777
Aron	21944
Arpaksa	8777
Artimi	21944
arungnawpaw	13166
Asa	8777
asai	13166
asaipaw	35111
asaw	13166
asawnah	65833
Asher	8777
asi	8777
Asia	87778
aso	26333
Asos	13166
asuh	8777
Atalia	8777
Athen	26333
athlai	57056
Athlaw	13166
athoning	87778
